,2525,2575,2625,2675,2725,2775,2825,2875,2925,2975,3025,3075,3125
1983,-2973.0,-2843.0,-2016.0,-766.0,-404.0,-855.0,-1185.0,-986.0,-907.0,-608.0,-490.0,-407.0,-523.0
1984,-1473.0,-1368.0,-988.0,122.0,543.0,124.0,-51.0,182.0,211.0,535.0,491.0,350.0,299.0
1985,-2328.0,-2373.0,-2140.0,-918.0,-468.0,-752.0,-1238.0,-1281.0,-1485.0,-721.0,-233.0,-146.0,-140.0
1986,-3426.0,-3223.0,-2723.0,-1542.0,-949.0,-1458.0,-1623.0,-1491.0,-1284.0,-983.0,-884.0,-978.0,-1104.0
1987,-2454.0,-2148.0,-1490.0,-694.0,-221.0,-1061.0,-1153.0,-715.0,-613.0,-383.0,-485.0,-269.0,114.0
1988,-2241.0,-2105.0,-1496.0,-617.0,-304.0,-837.0,-1075.0,-698.0,-487.0,-357.0,-433.0,-314.0,-69.0
1989,-1270.0,-1342.0,-707.0,163.0,182.0,-213.0,-326.0,-274.0,-93.0,167.0,489.0,469.0,281.0
1990,-2002.0,-2048.0,-1398.0,-372.0,-238.0,-763.0,-976.0,-947.0,-930.0,-701.0,-109.0,173.0,200.0
1991,-2461.0,-2711.0,-2093.0,-399.0,-560.0,-1445.0,-1145.0,-1085.0,-996.0,-864.0,-288.0,49.0,250.0
1992,-2925.0,-3183.0,-2179.0,-634.0,-883.0,-1714.0,-1531.0,-1365.0,-1032.0,-855.0,-663.0,-262.0,-50.0
1993,-1653.0,-1701.0,-1143.0,-347.0,-297.0,-612.0,-403.0,-250.0,-200.0,-99.0,38.0,150.0,150.0
1994,-2702.0,-2983.0,-2295.0,-1130.0,-971.0,-2171.0,-2190.0,-1861.0,-1433.0,-964.0,-1022.0,-641.0,-110.0
1995,-1976.0,-2007.0,-1151.0,-191.0,20.0,-553.0,-500.0,-354.0,-78.0,159.0,355.0,500.0,500.0
1996,-1800.0,-1520.0,-1010.0,-700.0,-552.0,-1150.0,-830.0,530.0,300.0,200.0,120.0,570.0,500.0
1997,-926.0,-1905.0,-711.0,-133.0,-20.0,-803.0,-364.0,-51.0,168.0,575.0,1014.0,1192.0,1000.0
1998,-2236.0,-2315.0,-2017.0,-1353.0,-825.0,-1486.0,-1605.0,-1493.0,-1297.0,-660.0,-194.0,2.0,300.0
1999,-2796.0,-2708.0,-1927.0,-634.0,-332.0,-1924.0,-1765.0,-1510.0,-1235.0,-355.0,48.0,41.0,5.0
2000,-2899.0,-2620.0,-1337.0,4.0,149.0,-901.0,-1085.0,-797.0,-645.0,-132.0,244.0,322.0,245.0
2001,-1565.0,-1375.0,-651.0,74.0,250.0,-609.0,-554.0,-359.0,-212.0,-53.0,222.0,281.0,236.0
2002,-2971.0,-2582.0,-1957.0,-902.0,-667.0,-1465.0,-1199.0,-623.0,-258.0,-57.0,10.0,125.0,145.0
2003,-4302.0,-4330.0,-3660.0,-1847.0,-1119.0,-2590.0,-2363.0,-2095.0,-1826.0,-1474.0,-777.0,74.0,368.0
2004,-1700.0,-1743.0,-836.0,-13.0,101.0,-273.0,-386.0,-321.0,-218.0,-40.0,177.0,373.0,494.0
2005,-1976.0,-1905.0,-1387.0,-241.0,117.0,-462.0,-352.0,-132.0,-180.0,-42.0,20.0,218.0,429.0
2006,-3782.0,-3304.0,-1958.0,-430.0,-249.0,-326.0,-266.0,-216.0,-388.0,-309.0,-216.0,-97.0,19.0
2007,-2814.0,-2942.0,-2308.0,-1501.0,-1096.0,-316.0,-652.0,-498.0,-546.0,-568.0,-475.0,-537.0,-986.0
2008,-3085.0,-2692.0,-1976.0,-612.0,116.0,315.0,-591.0,-804.0,-541.0,-569.0,-713.0,-564.0,-568.0
2009,-2791.0,-2338.0,-1374.0,-242.0,145.0,271.0,-2.0,-307.0,-324.0,-515.0,-362.0,-439.0,-201.0
2010,-2218.0,-1568.0,-993.0,-355.0,52.0,143.0,-101.0,-186.0,-266.0,-418.0,-335.0,-590.0,60.0
2011,-3328.0,-2847.0,-2326.0,-885.0,-65.0,51.0,,,,,,,
2012,-3204.0,-3256.0,-2358.0,-380.0,-3.0,39.0,,,,,,,
2013,-2163.0,-1810.0,-942.0,19.0,231.0,593.0,,,,,,,
2014,-2520.0,-1541.0,-503.0,190.0,437.0,680.0,,,,,,,
2015,-3232.0,-3408.0,-1763.0,-208.0,-6.0,42.0,,,,,,,
2016,,-2456.0,-1740.0,-393.0,-203.0,68.0,,,,,,,
2017,,-3657.0,-2237.0,-519.0,-347.0,72.0,,,,,,,
2018,,-3323.0,-2641.0,-900.0,-495.0,17.0,,,,,,,
2019,,-2609.0,-1798.0,-265.0,-23.0,,,,,,,,
