,375,425,475,525,575,625,675,725,775,825,875,925,975,1025,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575,1625,1675,1725,1775,1825,1875,1925
1962,-7829.265402843602,-7426.421800947867,-7018.75,-6606.25,-6187.5,-5762.5,-5350.0,-4950.0,-4531.25,-4093.75,-3656.25,-3218.75,-2793.75,-2381.25,-1950.0,-1500.0,-1056.25,-618.75,-181.25,256.25,706.25,1168.75,1656.25,2168.75,2631.25,3043.75,3318.75,3456.25,3600.0,3750.0,3775.0,3675.0
1963,-12686.848341232228,-11845.616113744076,-11031.25,-10243.75,-9487.5,-8762.5,-8062.5,-7387.5,-6743.75,-6131.25,-5537.5,-4962.5,-4412.5,-3887.5,-3400.0,-2950.0,-2525.0,-2125.0,-1737.5,-1362.5,-1025.0,-725.0,-431.25,-143.75,143.75,431.25,650.0,800.0,937.5,1062.5,1083.3333333333333,1000.0
1964,-9532.582938388625,-9094.194312796208,-8650.0,-8200.0,-7750.0,-7300.0,-6856.25,-6418.75,-5987.5,-5562.5,-5137.5,-4712.5,-4287.5,-3862.5,-3425.0,-2975.0,-2518.75,-2056.25,-1587.5,-1112.5,-675.0,-275.0,106.25,468.75,912.5,1437.5,1825.0,2075.0,2262.5,2387.5,2491.6666666666665,2575.0
1965,-9506.398104265403,-8902.1327014218,-8325.0,-7775.0,-7237.5,-6712.5,-6193.75,-5681.25,-5187.5,-4712.5,-4250.0,-3800.0,-3362.5,-2937.5,-2525.0,-2125.0,-1725.0,-1325.0,-943.75,-581.25,-231.25,106.25,431.25,743.75,1037.5,1312.5,1531.25,1693.75,1875.0,2075.0,2275.0,2475.0
1966,-9950.355450236966,-9500.118483412321,-9062.5,-8637.5,-8212.5,-7787.5,-7381.25,-6993.75,-6618.75,-6256.25,-5900.0,-5550.0,-5200.0,-4850.0,-4506.25,-4168.75,-3825.0,-3475.0,-3118.75,-2756.25,-2368.75,-1956.25,-1562.5,-1187.5,-825.0,-475.0,-143.75,168.75,481.25,793.75,1100.0,1400.0
1967,-7706.990521327014,-7185.663507109005,-6650.0,-6100.0,-5612.5,-5187.5,-4775.0,-4375.0,-3987.5,-3612.5,-3243.75,-2881.25,-2518.75,-2156.25,-1800.0,-1450.0,-1100.0,-750.0,-400.0,-50.0,306.25,668.75,1037.5,1412.5,1850.0,2350.0,2768.75,3106.25,3331.25,3443.75,3433.3333333333335,3300.0
1968,-10207.582938388625,-9769.194312796208,-9331.25,-8893.75,-8456.25,-8018.75,-7568.75,-7106.25,-6637.5,-6162.5,-5725.0,-5325.0,-4937.5,-4562.5,-4175.0,-3775.0,-3368.75,-2956.25,-2550.0,-2150.0,-1725.0,-1275.0,-793.75,-281.25,212.5,687.5,1112.5,1487.5,1831.25,2143.75,2483.3333333333335,2850.0
1969,-11893.11377245509,-11264.37125748503,-10631.25,-9993.75,-9400.0,-8850.0,-8343.75,-7881.25,-7425.0,-6975.0,-6531.25,-6093.75,-5656.25,-5218.75,-4775.0,-4325.0,-3893.75,-3481.25,-3100.0,-2750.0,-2425.0,-2125.0,-1831.25,-1543.75,-1262.5,-987.5,-756.25,-568.75,-393.75,-231.25,-63.79310344827586,
1970,-9386.377245508982,-9012.125748502995,-8643.75,-8281.25,-7925.0,-7575.0,-7218.75,-6856.25,-6493.75,-6131.25,-5762.5,-5387.5,-5012.5,-4637.5,-4262.5,-3887.5,-3506.25,-3118.75,-2737.5,-2362.5,-1993.75,-1631.25,-1287.5,-962.5,-612.5,-237.5,118.75,456.25,756.25,1018.75,1296.5517241379312,
1971,-10282.934131736527,-9594.311377245509,-8962.5,-8387.5,-7831.25,-7293.75,-6775.0,-6275.0,-5781.25,-5293.75,-4812.5,-4337.5,-3875.0,-3425.0,-2981.25,-2543.75,-2106.25,-1668.75,-1243.75,-831.25,-425.0,-25.0,387.5,812.5,1168.75,1456.25,1681.25,1843.75,1987.5,2112.5,2080.1724137931033,
1972,-12551.497005988023,-11383.832335329342,-10343.75,-9431.25,-8643.75,-7981.25,-7387.5,-6862.5,-6375.0,-5925.0,-5481.25,-5043.75,-4618.75,-4206.25,-3806.25,-3418.75,-3031.25,-2643.75,-2268.75,-1906.25,-1543.75,-1181.25,-837.5,-512.5,-156.25,231.25,600.0,950.0,1175.0,1275.0,1281.896551724138,
