,1475,1525,1575,1625,1675,1725,1775,1825,1875,1925,1975,2025,2075,2125,2175,2225,2275,2325,2375,2425,2475,2525,2575,2625,2675,2725
1981,-5245.0,-4975.0,-4682.5,-4367.5,-3912.5,-3317.5,-2852.5,-2517.5,-2140.0,-1720.0,-1275.0,-805.0,-482.5,-307.5,-87.5,177.5,450.0,730.0,960.0,1140.0,1435.0,1845.0,2142.5,2327.5,2440.0,2480.0
1982,-4047.5,-3482.5,-3035.0,-2705.0,-2567.5,-2622.5,-2612.5,-2537.5,-2270.0,-1810.0,-1365.0,-935.0,-582.5,-307.5,-135.0,-65.0,82.5,307.5,510.0,690.0,835.0,945.0,1250.0,1750.0,2000.0,2000.0
1983,-3522.5,-3507.5,-3487.5,-3462.5,-3347.5,-3142.5,-2757.5,-2192.5,-1697.5,-1272.5,-732.5,-77.5,312.5,437.5,570.0,710.0,937.5,1252.5,1462.5,1567.5,1840.0,2280.0,2500.0,2500.0,2500.0,2500.0
1984,-2522.5,-2507.5,-2442.5,-2327.5,-2110.0,-1790.0,-1417.5,-992.5,-645.0,-375.0,-102.5,172.5,387.5,542.5,635.0,665.0,882.5,1287.5,1492.5,1497.5,1625.0,1875.0,2000.0,2000.0,2000.0,2000.0
1985,-4997.5,-4992.5,-4940.0,-4840.0,-4587.5,-4182.5,-3762.5,-3327.5,-3000.0,-2780.0,-2520.0,-2220.0,-2002.5,-1867.5,-1652.5,-1357.5,-1070.0,-790.0,-612.5,-537.5,-317.5,47.5,297.5,432.5,625.0,875.0
