,1275,1325,1375,1425,1475,1525,1575,1625
1963,-2856.9548872180453,-2575.0,-2200.0,-1750.0,-1350.0,-975.0,-575.0,-97.72727272727275
1964,-1043.984962406015,-950.0,-675.0,-375.0,-75.0,275.0,750.0,1090.909090909091
1965,-2588.721804511278,-2100.0,-1600.0,-1100.0,-525.0,25.0,375.0,647.7272727272727
1966,-3382.3308270676694,-2950.0,-2525.0,-2100.0,-1725.0,-1375.0,-1025.0,-502.27272727272725
1967,-989.0977443609022,-350.0,250.0,850.0,1275.0,1575.0,1975.0,2611.3636363636365
1968,-1069.9248120300751,-600.0,50.0,500.0,825.0,1125.0,1450.0,1700.0
2003,-3079.310344827586,-2950.0,-2700.0,-2600.0,-2450.0,-2150.0,-1750.0,-1403.4653465346535
2004,-2065.5172413793102,-1850.0,-1550.0,-1300.0,-1000.0,-600.0,-150.0,196.53465346534654
2005,-1946.551724137931,-1300.0,-1000.0,-650.0,-250.0,100.0,450.0,697.5247524752475
2006,-3829.310344827586,-3700.0,-3500.0,-3250.0,-3000.0,-2700.0,-2450.0,-2152.970297029703
2007,-960.3448275862069,-400.0,25.0,275.0,450.0,700.0,1075.0,1495.7920792079208
2008,-1601.7241379310344,-1300.0,-950.0,-600.0,-250.0,50.0,400.0,647.5247524752475
2009,-1631.0344827586207,-1200.0,-975.0,-800.0,-525.0,-225.0,50.0,223.26732673267327
2010,-2325.862068965517,-2175.0,-2125.0,-2100.0,-2025.0,-1900.0,-1700.0,-1576.2376237623762
2011,-3488.9830508474574,-3150.0,-2900.0,-2700.0,-2400.0,-1950.0,-1550.0,
2012,-252.96610169491527,425.0,775.0,975.0,1125.0,1325.0,1825.0,
2013,-1786.864406779661,-1575.0,-1375.0,-1200.0,-1050.0,-925.0,-800.0,
