,5075,5125,5175,5225,5275,5325,5375,5425
2015,-870.4797297297297,-829.6013513513514,-788.7229729729729,-1447.808988764045,-782.9090909090909,-1036.5263157894738,-1015.3279569892474,-848.1236559139785
