,3925,3975,4025,4075,4125,4175,4225,4275,4325,4375,4425,4475,4525,4575,4625
1985,-1499.7142857142858,-1184.0,-1031.0,-792.0,-559.0,-318.0,-198.66666666666669,-79.33333333333334,40.0,487.3333333333333,934.6666666666666,1382.0,1399.4285714285713,1416.857142857143,1434.2857142857142
1986,-1148.857142857143,-946.0,-800.0,-802.0,-651.0,-340.0,-26.666666666666686,139.2,157.6,176.0,513.0,850.0,821.4285714285714,792.8571428571429,764.2857142857143
1987,-948.0,-733.0,-410.0,-241.0,-20.0,303.0,462.0,657.0,838.0,984.0,1128.0,1056.0,984.0,969.0,796.0
1988,-1768.0,-1567.0,-1431.0,-1236.0,-905.0,-629.0,-111.0,12.0,171.0,488.0,586.0,658.0,730.0,1158.0,682.0
1989,-1236.0,-1079.0,-862.0,-765.0,-738.0,-46.0,28.0,84.0,284.0,970.0,1087.0,890.0,693.0,628.0,426.0
2015,,-2260.0,-1860.0,-1570.0,-1390.0,-1190.0,-970.0,-807.5,-702.5,-555.0,-365.0,-266.25,-258.75,-251.25,-243.75
2016,,-2390.0,-1750.0,-1262.5,-927.5,-787.5,-842.5,-927.5,-1042.5,-837.5,-312.5,-48.75,-46.25,-43.75,-41.25
2017,,-2897.5,-2472.5,-2147.5,-1922.5,-1705.0,-1495.0,-1407.5,-1442.5,-1262.5,-867.5,-667.5,-662.5,-657.5,-652.5
2018,,-2265.294117647059,-1841.764705882353,-1455.0,-1105.0,-860.0,-720.0,-502.5,-207.5,-2.5,112.5,172.77777777777777,178.33333333333334,183.88888888888889,189.44444444444446
2019,,-2572.9411764705883,-1937.6470588235293,-1512.5,-1297.5,-1132.5,-1017.5,-855.0,-645.0,-452.5,-277.5,-184.44444444444446,-173.33333333333334,-162.22222222222223,-151.11111111111111
2020,,-1310.0,-1090.0,-802.5,-447.5,-167.5,37.5,175.0,245.0,322.5,407.5,451.5151515151515,454.54545454545456,457.57575757575756,
