,2575,2625,2675,2725,2775,2825,2875,2925
2010,-1674.25,-1514.75,-1315.0,-1075.0,-853.0,-649.0,-505.25,-421.75
2011,-4106.5,-3605.5,-3097.5,-2582.5,-2160.25,-1830.75,-1556.75,-1338.25
2012,-2512.5,-2287.5,-2071.75,-1865.25,-1709.75,-1605.25,-1474.0,-1316.0
2013,-1486.25,-1284.75,-949.0,-479.0,-149.5,39.5,219.5,390.5
2014,-2306.0,-1828.0,-1375.0,-947.0,-559.0,-211.0,8.0,98.0
2015,-4048.25,-3792.75,-3415.5,-2916.5,-2590.5,-2437.5,-2179.0,-1815.0
2016,-1745.0,-1313.0,-892.75,-484.25,-128.0,176.0,387.0,505.0
2017,-3643.75,-3249.25,-2862.25,-2482.75,-2172.25,-1930.75,-1556.0,-1048.0
2018,-3599.0,-3397.0,-3094.0,-2690.0,-2394.25,-2206.75,-2005.25,-1789.75
2019,-2310.75,-2216.25,-1958.25,-1536.75,-1330.0,-1338.0,-1327.0,-1297.0
