,4775,4825,4875,4925,4975,5025,5075,5125,5175,5225
2018,-778.0,-1575.0,-1750.0,-1769.0,-1882.0,-1054.0,-484.0,222.0,479.0,705.0
2019,-1250.0,-1366.0,-1952.0,-1044.0,-352.0,-228.0,511.0,807.0,1227.0,1250.0
2020,-1872.0,-2812.0,-1992.0,-1739.0,-1208.0,-1513.0,-979.0,-693.0,-273.0,-250.0
