,2525,2575,2625,2675,2725,2775,2825,2875,2925,2975,3025,3075
1967,-2730.0,-2420.0,-1950.0,-1560.0,-1850.0,-1290.0,-1380.0,-460.0,700.0,1400.0,1550.0,1660.0
1968,-2930.0,-2980.0,-2780.0,-2670.0,-2050.0,-1390.0,-880.0,-90.0,1510.0,2070.0,2170.0,2220.0
1969,-3520.0,-3720.0,-3420.0,-3270.0,-2770.0,-1710.0,-1570.0,-870.0,670.0,1150.0,1300.0,1230.0
1970,-1460.0,-1720.0,-1390.0,-1530.0,-920.0,-180.0,1250.0,900.0,1100.0,1220.0,1240.0,1290.0
1971,-3080.0,-3180.0,-3420.0,-2980.0,-2740.0,-2210.0,-1970.0,-920.0,720.0,1260.0,1490.0,1760.0
1972,-3090.0,-3060.0,-2760.0,-2850.0,-2610.0,-3020.0,-2090.0,-1490.0,1060.0,850.0,100.0,1380.0
1973,-1850.0,-1470.0,-1390.0,-1550.0,-2040.0,-1990.0,-1610.0,-780.0,1160.0,2470.0,2970.0,3050.0
1974,-1950.0,-2090.0,-2010.0,-1890.0,-2140.0,-1840.0,-1230.0,-870.0,610.0,1550.0,1910.0,2110.0
1975,-4210.0,-3760.0,-3530.0,-3260.0,-2920.0,-3020.0,-2390.0,-1430.0,30.0,730.0,1070.0,1000.0
1976,-3000.0,-2140.0,-2140.0,-2380.0,-2140.0,-1700.0,-900.0,60.0,2480.0,3140.0,3320.0,3300.0
1977,-4020.0,-3750.0,-3750.0,-3920.0,-3300.0,-2440.0,-1570.0,-820.0,640.0,1360.0,1680.0,1670.0
