,4975,5025,5075,5125,5175,5225,5275,5325,5375,5425,5475,5525,5575,5625,5675,5725,5775,5825,5875,5925,5975,6025
1992,,-3192.75,-3048.25,-2814.5,-2491.5,-2157.5,-1812.5,-1467.5,-1122.5,-779.25,-437.75,-95.25,248.25,457.25,531.75,569.5,570.5,571.0,571.0,571.0,571.0,
1993,,-2423.5,-740.5,165.25,293.75,392.75,462.25,531.5,600.5,669.75,739.25,808.75,878.25,971.75,1089.25,1170.75,1216.25,1239.0,1239.0,1239.0,1239.0,
1994,,-4333.0,-2193.0,-877.25,-385.75,-102.25,-26.75,48.75,124.25,199.75,275.25,350.75,426.25,534.75,676.25,768.25,810.75,832.0,832.0,832.0,832.0,
1995,,-5577.142857142857,-3739.0476190476193,-2525.0,-1935.0,-1500.0,-1220.0,-942.5,-667.5,-403.75,-151.25,126.25,428.75,680.0,880.0,977.5,972.5,970.0,970.0,970.0,970.0,
1996,,-5419.0,-3417.0,-2269.5,-1976.5,-1666.25,-1338.75,-1011.5,-684.5,-357.5,-30.5,296.75,624.25,803.0,833.0,877.25,935.75,965.0,965.0,965.0,965.0,
1997,,-2526.0,-996.0,18.75,518.25,805.5,880.5,955.5,1030.5,1105.5,1180.5,1256.25,1332.75,1371.0,1371.0,1371.0,1371.0,1371.0,1371.0,1371.0,1371.0,
2000,-4809.5,-2040.5,-537.0,-299.0,-107.5,37.5,180.5,321.5,464.25,608.75,756.5,907.5,1004.0,1046.0,1086.75,1126.25,1149.5,1156.5,1159.25,1157.75,,
2001,-3655.75,-1537.25,-344.5,-77.5,158.5,363.5,567.5,770.5,975.0,1181.0,1385.75,1589.25,1660.25,1598.75,1516.5,1413.5,1365.5,1372.5,1373.75,1369.25,,
2002,-4147.75,-2355.25,-1159.75,-561.25,-193.5,-56.5,79.75,215.25,349.5,482.5,618.0,756.0,851.75,905.25,930.25,926.75,924.75,924.25,924.75,926.25,,
2003,-4342.0,-2792.0,-1439.25,-283.75,308.5,337.5,363.75,387.25,410.5,433.5,459.0,487.0,553.0,657.0,757.5,854.5,906.25,912.75,916.75,918.25,,
2004,-3948.0,-2754.0,-2018.75,-1742.25,-1471.5,-1206.5,-915.5,-598.5,-295.25,-5.75,283.75,573.25,721.0,727.0,740.75,762.25,776.5,783.5,791.75,801.25,,
2005,-6383.5,-4852.5,-4006.0,-3844.0,-3430.0,-2764.0,-2231.5,-1832.5,-1386.0,-892.0,-397.5,97.5,375.5,436.5,479.25,503.75,520.0,528.0,531.0,529.0,,
2006,-4569.5,-2740.5,-1505.75,-865.25,-314.25,147.25,380.75,386.25,392.5,399.5,406.25,412.75,434.25,470.75,509.25,549.75,589.25,627.75,643.25,635.75,,
2007,-5783.75,-3733.25,-2159.25,-1061.75,-408.25,-198.75,15.75,235.25,401.0,513.0,624.75,736.25,831.25,909.75,1012.0,1138.0,1198.75,1194.25,1195.25,1201.75,,
2008,-3565.5,-1988.5,-895.25,-285.75,123.5,332.5,489.5,594.5,673.0,725.0,777.25,829.75,859.5,866.5,886.0,918.0,934.0,934.0,934.0,934.0,,
2009,-7145.25,-4727.75,-3057.0,-2133.0,-1420.75,-920.25,-514.75,-204.25,27.0,179.0,316.5,439.5,503.0,507.0,512.75,520.25,522.0,518.0,502.75,476.25,,
2010,-8101.0,-5807.0,-4278.5,-3515.5,-2639.0,-1649.0,-906.5,-411.5,-40.25,207.25,455.0,703.0,831.5,840.5,842.5,837.5,835.0,835.0,835.0,835.0,,
2011,-3667.5,-2898.5,-2234.5,-1675.5,-1271.0,-1021.0,-771.0,-521.0,-270.75,-20.25,230.0,480.0,644.25,722.75,801.0,879.0,918.0,918.0,918.0,918.0,,
2012,-5671.5,-4820.5,-3994.0,-3192.0,-2316.0,-1366.0,-770.5,-529.5,-288.75,-48.25,192.5,433.5,674.25,914.75,1217.0,1581.0,1763.0,1763.0,1763.0,1763.0,,
2013,-5376.75,-3650.25,-2333.75,-1427.25,-829.75,-541.25,-273.75,-27.25,164.5,301.5,471.75,675.25,878.5,1081.5,1183.0,1183.0,1183.0,1183.0,1183.0,1183.0,,
2014,-4384.0,-3402.0,-2360.5,-1259.5,-635.75,-489.25,-342.75,-196.25,-49.75,96.75,243.5,390.5,537.25,683.75,830.25,976.75,1050.0,1050.0,1050.0,1050.0,,
2015,-1516.75,-1288.25,-1059.75,-831.25,-609.75,-395.25,-180.75,33.75,248.25,462.75,677.25,891.75,1056.0,1170.0,1209.5,1174.5,1157.0,1157.0,1157.0,1157.0,,
2016,-8442.75,-6278.25,-4732.5,-3805.5,-3091.75,-2591.25,-2090.75,-1590.25,-1089.75,-589.25,-88.75,411.75,660.75,658.25,668.25,690.75,702.0,702.0,702.0,702.0,702.0,702.0
2017,-6661.0,-4623.0,-3218.25,-2446.75,-1848.5,-1423.5,-1027.5,-660.5,-293.25,74.25,441.5,808.5,996.75,1006.25,1074.5,1201.5,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0
2018,-6244.5,-4327.5,-2579.25,-999.75,-141.25,-3.75,158.25,344.75,531.25,717.75,904.5,1091.5,1189.5,1198.5,1191.75,1169.25,1158.0,1158.0,1158.0,1158.0,1158.0,1158.0
