,75,125,175,225,275,325,375,425,475,525,575,625,675,725,775,825,875,925,975,1025,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525
1970,,-9616.296296296296,-9095.0,-8645.0,-8195.0,-7745.0,-7295.0,-6845.0,-6395.0,-5945.0,-5520.0,-5120.0,-4720.0,-4320.0,-3920.0,-3520.0,-3125.0,-2735.0,-2310.0,-1850.0,-1582.5,-1507.5,-1332.5,-1057.5,-732.5,-357.5,-107.5,17.5,51.42857142857143,-5.714285714285708
1971,,-8699.62962962963,-8407.5,-8082.5,-7795.0,-7545.0,-7232.5,-6857.5,-6420.0,-5920.0,-5420.0,-4920.0,-4420.0,-3920.0,-3420.0,-2920.0,-2432.5,-1957.5,-1472.5,-977.5,-452.5,102.5,680.0,1280.0,1855.0,2405.0,2730.0,2830.0,2794.285714285714,2622.857142857143
1972,,-10616.296296296296,-10070.0,-9570.0,-9020.0,-8420.0,-7845.0,-7295.0,-6745.0,-6195.0,-5645.0,-5095.0,-4570.0,-4070.0,-3570.0,-3070.0,-2595.0,-2145.0,-1720.0,-1320.0,-970.0,-670.0,-395.0,-145.0,105.0,355.0,530.0,630.0,580.0,380.0
1973,,-10816.296296296296,-10245.0,-9695.0,-9182.5,-8707.5,-8157.5,-7532.5,-6870.0,-6170.0,-5445.0,-4695.0,-3995.0,-3345.0,-2645.0,-1895.0,-1120.0,-320.0,330.0,830.0,1230.0,1530.0,1855.0,2205.0,2792.5,3617.5,3980.0,3880.0,3501.4285714285716,2844.285714285714
1974,,-10386.666666666666,-10045.0,-9695.0,-9345.0,-8995.0,-8532.5,-7957.5,-7370.0,-6770.0,-6120.0,-5420.0,-4720.0,-4020.0,-3382.5,-2807.5,-2220.0,-1620.0,-970.0,-270.0,205.0,455.0,705.0,955.0,1242.5,1567.5,1730.0,1730.0,1701.4285714285713,1644.2857142857142
1975,,-7979.259259259259,-7507.5,-7082.5,-6657.5,-6232.5,-5820.0,-5420.0,-5020.0,-4620.0,-4220.0,-3820.0,-3420.0,-3020.0,-2620.0,-2220.0,-1795.0,-1345.0,-795.0,-145.0,305.0,555.0,905.0,1355.0,1830.0,2330.0,2630.0,2730.0,2651.4285714285716,2394.285714285714
1976,,-7179.259259259259,-6707.5,-6282.5,-5857.5,-5432.5,-5032.5,-4657.5,-4282.5,-3907.5,-3532.5,-3157.5,-2795.0,-2445.0,-2095.0,-1745.0,-1345.0,-895.0,-320.0,380.0,892.5,1217.5,1592.5,2017.5,2655.0,3505.0,3830.0,3630.0,3258.5714285714284,2715.714285714286
1977,,-10353.333333333334,-9720.0,-9120.0,-8532.5,-7957.5,-7370.0,-6770.0,-6182.5,-5607.5,-5032.5,-4457.5,-3882.5,-3307.5,-2732.5,-2157.5,-1645.0,-1195.0,-782.5,-407.5,-82.5,192.5,480.0,780.0,1067.5,1342.5,1480.0,1480.0,1394.2857142857142,1222.857142857143
1978,,-10342.222222222223,-9895.0,-9445.0,-8995.0,-8545.0,-8095.0,-7645.0,-7195.0,-6745.0,-6295.0,-5845.0,-5395.0,-4945.0,-4495.0,-4045.0,-3620.0,-3220.0,-2845.0,-2495.0,-2195.0,-1945.0,-1470.0,-770.0,-257.5,67.5,317.5,492.5,537.1428571428571,451.42857142857144
