,775,825,875,925,975,1025,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575,1625,1675,1725,1775,1825,1875,1925,1975,2025,2075,2125,2175,2225,2275,2325,2375,2425,2475,2525,2575,2625,2675,2725,2775,2825,2875,2925,2975,3025,3075,3125,3175,3225,3275,3325,3375,3425,3475,3525,3575,3625
1981,-8250.0,-8250.0,-7932.5,-7297.5,-6732.5,-6237.5,-5835.0,-5525.0,-5117.5,-4612.5,-4125.0,-3655.0,-3210.0,-2790.0,-2390.0,-2010.0,-1580.0,-1100.0,-790.0,-650.0,-417.5,-92.5,125.0,235.0,235.0,125.0,77.5,92.5,-122.5,-567.5,-830.0,-910.0,-380.0,760.0,1497.5,1832.5,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
1982,-6940.0,-6820.0,-6415.0,-5725.0,-5122.5,-4607.5,-4167.5,-3802.5,-3590.0,-3530.0,-3322.5,-2967.5,-2652.5,-2377.5,-2212.5,-2157.5,-2095.0,-2025.0,-1945.0,-1855.0,-1725.0,-1555.0,-1370.0,-1170.0,-957.5,-732.5,-500.0,-260.0,42.5,407.5,685.0,875.0,977.5,992.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1102.5,1307.5,1432.5,1477.5,1583.3333333333333,1750.0,1916.6666666666667,2083.3333333333335,2250.0,2416.6666666666665
1983,-9665.0,-9495.0,-8892.5,-7857.5,-6762.5,-5607.5,-4860.0,-4520.0,-4152.5,-3757.5,-3312.5,-2817.5,-2370.0,-1970.0,-1545.0,-1095.0,-745.0,-495.0,-357.5,-332.5,-270.0,-170.0,-20.0,180.0,417.5,692.5,940.0,1160.0,1302.5,1367.5,1530.0,1790.0,1925.0,1935.0,1952.5,1977.5,1992.5,1997.5,2000.0,2000.0,2000.0,2000.0,2125.0,2375.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0
1984,-7390.0,-7090.0,-6512.5,-5657.5,-4907.5,-4262.5,-3865.0,-3715.0,-3460.0,-3100.0,-2557.5,-1832.5,-1227.5,-742.5,-412.5,-237.5,-30.0,210.0,420.0,600.0,730.0,810.0,887.5,962.5,1135.0,1405.0,1625.0,1795.0,1910.0,1970.0,2000.0,2000.0,2125.0,2375.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2562.5,2687.5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2779.1666666666665,2837.5,2895.8333333333335,2954.1666666666665,3012.5,3070.8333333333335
1985,-10690.0,-10570.0,-9782.5,-8327.5,-7175.0,-6325.0,-5815.0,-5645.0,-5410.0,-5110.0,-4650.0,-4030.0,-3482.5,-3007.5,-2590.0,-2230.0,-1915.0,-1645.0,-1440.0,-1300.0,-1180.0,-1080.0,-920.0,-700.0,-427.5,-102.5,115.0,225.0,315.0,385.0,477.5,592.5,717.5,852.5,1122.5,1527.5,1797.5,1932.5,2000.0,2000.0,2125.0,2375.0,2500.0,2500.0,2562.5,2687.5,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0
