,75,125,175,225,275,325,375,425,475,525,575,625
1990,-1550.0,-1400.0,-1100.0,-750.0,-650.0,-500.0,-350.0,-150.0,50.0,100.0,250.0,
1991,-1020.0,-900.0,-430.0,-100.0,0.0,200.0,250.0,150.0,350.0,550.0,600.0,
1993,-2900.0,-2200.0,-1750.0,-1250.0,-900.0,-700.0,-740.0,-700.0,-740.0,-600.0,-400.0,
1994,-1650.0,-1100.0,-630.0,-330.0,-100.0,-40.0,60.0,80.0,110.0,150.0,200.0,
1995,-2740.0,-1950.0,-1400.0,-980.0,-840.0,-520.0,-140.0,-80.0,100.0,260.0,280.0,
1996,-1747.0,-1201.0,-713.0,-495.0,-229.0,16.0,201.0,125.0,176.0,608.0,630.0,
1997,-2420.0,-1570.0,-1190.0,-870.0,-730.0,-540.0,-320.0,-270.0,-100.0,170.0,240.0,
1999,,-1800.0,-1420.0,-1040.0,-650.0,-340.0,-340.0,-160.0,110.0,360.0,580.0,810.0
2000,-749.0,-596.0,-443.0,-301.0,-137.0,16.0,169.0,325.0,476.0,629.0,782.0,
2001,-1371.0,-1183.0,-995.0,-808.0,-620.0,-432.0,-244.0,-56.0,132.0,320.0,508.0,
2002,-1497.0,-1302.0,-1106.0,-910.0,-715.0,-519.0,-323.0,-127.0,68.0,264.0,460.0,
2003,-1896.0,-1686.0,-1477.0,-1268.0,-1059.0,-850.0,-641.0,-431.0,-222.0,-13.0,196.0,
2004,-1938.0,-1771.0,-1604.0,-1437.0,-1270.0,-1103.0,-936.0,-769.0,-601.0,-434.0,-267.0,
2005,-2000.0,-1786.0,-1572.0,-1359.0,-1145.0,-931.0,-717.0,-503.0,-289.0,-75.0,139.0,
2006,-1936.0,-1681.0,-1427.0,-1173.0,-919.0,-664.0,-410.0,-156.0,98.0,353.0,607.0,
2007,-1417.0,-1215.0,-1014.0,-812.0,-610.0,-409.0,-207.0,-6.0,196.0,397.0,599.0,
2008,-1329.0,-1077.0,-825.0,-572.0,-320.0,-67.0,185.0,438.0,690.0,943.0,1195.0,
2009,-1055.0,-885.0,-715.0,-546.0,-376.0,-206.0,-36.0,134.0,304.0,473.0,643.0,
