,1475,1525,1575,1625,1675,1725
2013,-4100.0,-2300.0,-1400.0,100.0,600.0,866.6666666666666
2014,-4100.0,-2300.0,-1400.0,100.0,600.0,866.6666666666666
2015,-5100.0,-4300.0,-3700.0,-3100.0,-2800.0,-2666.6666666666665
2016,-4300.0,-2200.0,-1450.0,-850.0,250.0,350.0
2017,,-2400.0,-1400.0,0.0,600.0,
2018,-120.0,-319.0,-380.0,-28.0,156.0,94.66666666666667
2019,-4800.0,-4000.0,-2900.0,-1500.0,200.0,266.66666666666663
2020,-3600.0,-2700.0,-1400.0,-500.0,300.0,433.3333333333333
