,575,625,675,725,775,825,875,925,975,1025,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575
1977,-9171.300448430493,-8823.766816143498,-8456.25,-8068.75,-7725.0,-7425.0,-7125.0,-6825.0,-6468.75,-6056.25,-5612.5,-5137.5,-4568.75,-3906.25,-3293.75,-2731.25,-2187.5,-1662.5,-1218.75,-856.25,-408.45588235294116
1978,-9613.565022421524,-9221.188340807175,-8800.0,-8350.0,-7943.75,-7581.25,-7218.75,-6856.25,-6450.0,-6000.0,-5512.5,-4987.5,-4456.25,-3918.75,-3331.25,-2693.75,-2087.5,-1512.5,-906.25,-268.75,463.6029411764706
1979,-7970.85201793722,-7656.95067264574,-7293.75,-6881.25,-6531.25,-6243.75,-5887.5,-5462.5,-5025.0,-4575.0,-4131.25,-3693.75,-3218.75,-2706.25,-2212.5,-1737.5,-1218.75,-656.25,-100.0,450.0,1055.8823529411766
1980,-9387.668161434978,-9062.556053811659,-8712.5,-8337.5,-8000.0,-7700.0,-7356.25,-6968.75,-6531.25,-6043.75,-5500.0,-4900.0,-4200.0,-3400.0,-2737.5,-2212.5,-1712.5,-1237.5,-743.75,-231.25,374.264705882353
1981,-9746.748878923767,-9365.582959641255,-8962.5,-8537.5,-8168.75,-7856.25,-7500.0,-7100.0,-6650.0,-6150.0,-5587.5,-4962.5,-4262.5,-3487.5,-2731.25,-1993.75,-1156.25,-218.75,775.0,1825.0,2745.220588235294
