,925,975,1025,1075,1125,1175
1963,-1175.0,-825.0,-350.0,675.0,1650.0,1986.5384615384614
1964,-825.0,-275.0,225.0,950.0,1525.0,1885.576923076923
1965,-250.0,50.0,450.0,925.0,1400.0,1520.1923076923076
1966,-2150.0,-1750.0,-1325.0,-925.0,-650.0,-433.6538461538462
1967,-1800.0,-1375.0,-1050.0,-675.0,-275.0,13.461538461538453
1968,-475.0,-200.0,175.0,550.0,900.0,1164.423076923077
