,3875,3925,3975,4025,4075,4125,4175,4225,4275,4325,4375,4425
1984,-2100.3125,-1993.4375,-1874.5,-1743.5,-1571.25,-1357.75,-1094.0,-780.0,-508.33333333333337,-279.0,-49.66666666666663,
1989,-460.741935483871,-715.5806451612902,-892.25,-990.75,-1130.25,-1310.75,-1135.75,-605.25,-133.91891891891893,278.24324324324334,690.4054054054054,
2011,,,-1526.75,-1336.25,-1103.25,-827.75,-536.25,-228.75,56.5,319.5,392.25,274.75
2012,,,-1675.5,-1490.5,-1266.5,-1003.5,-691.25,-329.75,0.0,298.0,393.5,286.5
2013,,,-1410.75,-1244.25,-1046.75,-818.25,-553.0,-251.0,30.0,290.0,362.0,246.0
2014,,,-1485.25,-1315.75,-1121.75,-903.25,-650.5,-363.5,-90.75,167.75,248.75,152.25
2015,,,-1847.0,-1695.0,-1515.5,-1308.5,-1048.75,-736.25,-430.5,-131.5,-37.0,-147.0
2016,,,-1828.25,-1606.75,-1341.75,-1033.25,-674.5,-265.5,103.25,431.75,522.25,374.75
2017,,,-2197.0,-1981.0,-1729.25,-1441.75,-1116.0,-752.0,-404.5,-73.5,57.75,-10.75
2018,,,,,-1943.0,-1723.0,-1454.75,-1138.25,-847.0,-581.0,-343.0,-133.0
2019,,,-4625.25,-3895.75,-3106.75,-2258.25,-1473.75,-753.25,-58.25,611.25,1115.75,1455.25
2020,,,-2201.75,-1707.25,-1194.25,-662.75,-195.5,207.5,586.25,940.75,1211.25,1397.75
