,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575,1625
1964,-3277.5862068965516,-2825.0,-2350.0,-1750.0,-1050.0,-525.0,-150.0,175.0,450.0,725.0,1075.0,1452.3584905660377
1965,-4428.448275862069,-3825.0,-3200.0,-2525.0,-1925.0,-1400.0,-1000.0,-600.0,-225.0,125.0,525.0,878.7735849056603
1966,-4831.0344827586205,-4400.0,-3975.0,-3500.0,-2925.0,-2375.0,-1900.0,-1525.0,-1200.0,-825.0,-475.0,-239.1509433962264
1967,-2053.448275862069,-2075.0,-2075.0,-1725.0,-1075.0,-350.0,300.0,850.0,1375.0,1950.0,2525.0,3161.7924528301887
1968,-3466.3793103448274,-3100.0,-2700.0,-2200.0,-1650.0,-1000.0,-275.0,350.0,925.0,1375.0,1750.0,2009.433962264151
1974,-1993.103448275862,-1950.0,-1875.0,-1600.0,-1050.0,-600.0,75.0,575.0,975.0,1250.0,1350.0,1444.3396226415093
1975,-387.9310344827586,-625.0,-700.0,-525.0,-300.0,-225.0,-125.0,0.0,250.0,500.0,675.0,840.0943396226415
2003,-4696.039603960396,-4300.0,-4000.0,-3650.0,-3400.0,-3100.0,-2850.0,-2550.0,-2200.0,-1850.0,-1450.0,-1152.970297029703
2004,-4595.544554455446,-4150.0,-3650.0,-3100.0,-2550.0,-2000.0,-1500.0,-1000.0,-600.0,-250.0,50.0,297.5247524752475
2005,-4592.079207920792,-3800.0,-3150.0,-2500.0,-1950.0,-1350.0,-850.0,-350.0,150.0,600.0,1000.0,1346.5346534653465
2006,-5999.009900990099,-5900.0,-5650.0,-5350.0,-5000.0,-4600.0,-4100.0,-3600.0,-3000.0,-2550.0,-2300.0,-2250.4950495049507
2007,-3396.039603960396,-3000.0,-2550.0,-2050.0,-1500.0,-900.0,-250.0,400.0,1000.0,1450.0,1700.0,1848.5148514851485
2008,-3297.5247524752476,-3050.0,-2800.0,-2480.0,-2150.0,-1700.0,-1250.0,-700.0,-150.0,450.0,1000.0,950.4950495049505
2009,-3421.7821782178216,-3100.0,-2775.0,-2425.0,-2050.0,-1650.0,-1250.0,-850.0,-450.0,-100.0,175.0,447.2772277227723
2010,-4197.772277227723,-3975.0,-3725.0,-3450.0,-3125.0,-2750.0,-2350.0,-1950.0,-1650.0,-1450.0,-1375.0,-1300.7425742574258
2011,-5595.297029702971,-5125.0,-4675.0,-4225.0,-3800.0,-3400.0,-2950.0,-2500.0,-2100.0,-1775.0,-1475.0,
2012,-1396.5346534653465,-1050.0,-700.0,-375.0,-50.0,275.0,600.0,925.0,1275.0,1550.0,1800.0,
2013,-2922.2772277227723,-2650.0,-2400.0,-2150.0,-1925.0,-1700.0,-1475.0,-1275.0,-1100.0,-950.0,-800.0,
