,2825,2875,2925,2975,3025,3075,3125,3175
1992,-2074.0,-1519.7142857142858,-1079.857142857143,-983.2857142857142,-638.4285714285714,-45.285714285714334,676.75,
1993,-1958.0,-1460.857142857143,-1020.0,-748.0,-346.0,186.0,1425.25,
1994,-1717.0,-1010.7142857142858,-469.85714285714283,-425.2857142857143,9.285714285714278,833.8571428571429,1886.4285714285716,
1995,-4000.0,-3142.857142857143,-2357.1428571428573,-1785.7142857142858,-1214.2857142857142,-642.8571428571429,-1635.7142857142858,
1996,-750.0,-655.7142857142858,-533.0,-325.0,-92.71428571428572,163.85714285714283,1147.8214285714284,
1997,-1470.0,-1038.5714285714287,-649.0,-385.0,34.14285714285711,608.4285714285713,2434.6785714285716,
1998,-3132.0,-3106.285714285714,-2968.5714285714284,-2494.857142857143,-1612.857142857143,-322.57142857142867,1278.75,
1999,-2790.0,-2301.4285714285716,-1928.5714285714287,-1902.857142857143,-1364.2857142857142,-312.8571428571429,347.5,
2000,-2709.0,-2709.0,-2597.5714285714284,-2151.857142857143,-1703.0,-1251.0,-157.64285714285722,
2001,-2160.0,-1388.5714285714287,-744.1428571428571,-480.7142857142857,41.28571428571428,821.8571428571429,1237.7142857142858,
2002,-2880.0,-2391.4285714285716,-1916.857142857143,-1484.2857142857142,-1109.7142857142858,-793.1428571428571,-256.5,
2003,-3870.0,-3008.857142857143,-2272.285714285714,-1909.4285714285716,-1522.2857142857142,-1110.857142857143,-472.82142857142856,
2004,-3600.0,-3240.0,-2779.714285714286,-2018.5714285714284,-1740.857142857143,-1946.5714285714284,-927.6428571428571,
2005,-3600.0,-2833.714285714286,-2225.0,-2089.0,-1975.857142857143,-1885.5714285714287,-864.9642857142858,
2006,-4104.0,-3700.0,-3217.0,-2497.0,-2189.0,-2293.0,-1076.6785714285716,
2007,-2772.0,-2598.8571428571427,-2330.285714285714,-1775.4285714285716,-1218.2857142857142,-658.8571428571429,-499.7142857142857,
2008,,-1333.1,-1009.44,-564.46,-281.16,-166.16,444.18000000000006,
2009,,-2909.76,-2758.36,-2422.36,-2006.0,-1506.0,-837.44,-407.0
2010,,-786.1,-1036.3,-307.28000000000003,214.94,521.94,522.2,360.0
2011,,-1689.0,-2350.0,-1969.0,-1626.0,-1321.0,-1316.0,-1464.0
2014,,-3129.32,-2095.34,-1064.8400000000001,-241.4,-305.18,545.38,1408.38
2015,,-1866.16,-2151.14,-2443.76,-2035.36,-1767.02,-1596.68,-1427.68
2016,,-450.0,-1028.0,-1607.0,-1303.0,-882.0,-638.0,-394.0
2018,,-626.3199999999999,-994.3199999999999,-1374.24,-720.78,-430.88,727.3,1897.3
2019,,,-2679.48,-2136.96,-1580.92,-1703.56,-1476.32,-1245.3
