,2425,2475,2525,2575,2625,2675,2725,2775,2825,2875,2925,2975,3025,3075,3125,3175,3225,3275,3325,3375,3425,3475,3525,3575,3625,3675,3725
1964,-6870.0,-5840.0,-5140.0,-4670.0,-4220.0,-3740.0,-3440.0,-2850.0,-2510.0,-1830.0,-1340.0,-1010.0,-590.0,-180.0,-80.0,-10.0,40.0,250.0,330.0,100.0,160.0,100.0,50.0,240.0,110.0,40.0,
1965,-3820.0,-3490.0,-2850.0,-2170.0,-1530.0,-1030.0,-630.0,150.0,380.0,590.0,790.0,1120.0,1410.0,1770.0,1910.0,1770.0,1830.0,1950.0,2020.0,1780.0,1760.0,1730.0,1670.0,1580.0,1500.0,1480.0,
1966,-4710.0,-4260.0,-3820.0,-3340.0,-2690.0,-1900.0,-1260.0,-470.0,-100.0,140.0,330.0,610.0,890.0,1170.0,1260.0,1300.0,1320.0,1420.0,1450.0,1330.0,1280.0,1300.0,1250.0,1270.0,1130.0,1120.0,
1967,-5070.0,-4300.0,-4000.0,-3510.0,-2800.0,-2360.0,-1840.0,-1110.0,-500.0,-170.0,20.0,290.0,440.0,790.0,930.0,1010.0,1050.0,1140.0,1240.0,1000.0,840.0,980.0,1020.0,910.0,940.0,940.0,
1968,-5590.0,-4560.0,-3550.0,-3180.0,-2470.0,-1750.0,-1160.0,-510.0,-120.0,150.0,350.0,610.0,790.0,1050.0,1170.0,1210.0,1320.0,1350.0,1420.0,1270.0,1050.0,830.0,980.0,1080.0,810.0,840.0,
1969,-6500.0,-5270.0,-4750.0,-4220.0,-3570.0,-2930.0,-2240.0,-1540.0,-1040.0,-540.0,-130.0,70.0,200.0,370.0,510.0,430.0,360.0,450.0,640.0,450.0,420.0,400.0,140.0,200.0,40.0,30.0,
1970,-4850.0,-4900.0,-4290.0,-3740.0,-3130.0,-2780.0,-2350.0,-1720.0,-1360.0,-960.0,-650.0,-300.0,-30.0,190.0,340.0,360.0,360.0,510.0,620.0,460.0,510.0,440.0,200.0,260.0,200.0,130.0,
1971,-6250.0,-5650.0,-4390.0,-3870.0,-3390.0,-2850.0,-2300.0,-1730.0,-1330.0,-1050.0,-670.0,-510.0,-60.0,150.0,310.0,340.0,360.0,520.0,600.0,420.0,380.0,330.0,230.0,170.0,80.0,130.0,
1972,-4750.0,-4090.0,-3140.0,-2580.0,-2020.0,-1660.0,-1240.0,-720.0,-340.0,-120.0,-30.0,120.0,260.0,460.0,500.0,500.0,420.0,550.0,850.0,580.0,510.0,440.0,110.0,60.0,0.0,-30.0,
1973,-6750.0,-6160.0,-5090.0,-4410.0,-4110.0,-3560.0,-3180.0,-2610.0,-2200.0,-1910.0,-1610.0,-1110.0,-850.0,-390.0,-170.0,-100.0,-70.0,40.0,240.0,-10.0,-120.0,-90.0,-150.0,-80.0,-200.0,-300.0,
1974,,-4270.0,-3390.0,-3100.0,-2310.0,-1990.0,-1450.0,-850.0,-420.0,-210.0,100.0,250.0,450.0,640.0,780.0,890.0,920.0,880.0,1140.0,900.0,760.0,580.0,470.0,350.0,150.0,90.0,
1975,,-4480.0,-3620.0,-3250.0,-2630.0,-2060.0,-1630.0,-1020.0,-450.0,-180.0,100.0,310.0,480.0,770.0,900.0,950.0,920.0,900.0,1150.0,990.0,850.0,680.0,380.0,210.0,210.0,130.0,
1976,,-5090.0,-4180.0,-3620.0,-2950.0,-2490.0,-1990.0,-1240.0,-910.0,-600.0,-360.0,-120.0,100.0,380.0,460.0,580.0,560.0,590.0,780.0,500.0,440.0,340.0,90.0,50.0,-20.0,110.0,
1977,,-4200.0,-3430.0,-2720.0,-2280.0,-1700.0,-910.0,-270.0,-70.0,280.0,530.0,790.0,1060.0,1510.0,1720.0,1700.0,1610.0,1760.0,2210.0,1860.0,1660.0,1660.0,1260.0,1140.0,740.0,550.0,
1978,,-3410.0,-3010.0,-2480.0,-2050.0,-1290.0,-860.0,-330.0,0.0,190.0,430.0,550.0,780.0,940.0,1050.0,1140.0,980.0,1040.0,1320.0,1040.0,800.0,640.0,420.0,380.0,150.0,120.0,
1979,-4250.0,-3890.0,-3490.0,-3160.0,-2860.0,-2100.0,-2100.0,-1260.0,-740.0,-540.0,-240.0,20.0,260.0,410.0,540.0,550.0,460.0,530.0,720.0,540.0,470.0,370.0,140.0,170.0,70.0,40.0,
1980,-4230.0,-3830.0,-3330.0,-3050.0,-2670.0,-1990.0,-1520.0,-830.0,-460.0,-220.0,-30.0,140.0,380.0,600.0,730.0,680.0,470.0,610.0,720.0,480.0,310.0,220.0,190.0,120.0,150.0,30.0,
1981,,-4300.0,-3350.0,-3520.0,-3200.0,-2390.0,-1900.0,-1350.0,-900.0,-360.0,-40.0,110.0,310.0,620.0,710.0,660.0,430.0,600.0,870.0,580.0,460.0,310.0,80.0,160.0,-10.0,60.0,
1982,,-5480.0,-4900.0,-4670.0,-4270.0,-3710.0,-3340.0,-2740.0,-2540.0,-2010.0,-1610.0,-1150.0,-840.0,-560.0,-210.0,-70.0,-70.0,50.0,310.0,20.0,-100.0,-140.0,-20.0,20.0,-50.0,-30.0,
1983,,-4430.0,-4070.0,-3470.0,-3020.0,-2530.0,-2460.0,-1320.0,-1300.0,-960.0,-590.0,-360.0,-180.0,0.0,150.0,200.0,120.0,180.0,320.0,80.0,100.0,60.0,-160.0,50.0,-40.0,0.0,
1984,,-3330.0,-2910.0,-2570.0,-2210.0,-1820.0,-1420.0,-870.0,-600.0,-420.0,-150.0,20.0,280.0,630.0,840.0,830.0,690.0,830.0,1130.0,780.0,670.0,550.0,320.0,320.0,190.0,190.0,
1985,,-4700.0,-4500.0,-4330.0,-3520.0,-2950.0,-2600.0,-1840.0,-1460.0,-900.0,-570.0,-200.0,80.0,130.0,220.0,310.0,260.0,380.0,560.0,290.0,120.0,100.0,-20.0,20.0,60.0,60.0,
1986,,-4720.0,-4260.0,-4070.0,-3790.0,-3040.0,-2830.0,-2120.0,-1590.0,-1050.0,-670.0,-490.0,-230.0,-10.0,170.0,130.0,130.0,180.0,430.0,120.0,130.0,80.0,-100.0,5.0,50.0,50.0,
1987,,-4650.0,-4380.0,-4050.0,-3350.0,-2980.0,-2650.0,-1990.0,-1730.0,-1220.0,-850.0,-650.0,-300.0,50.0,200.0,220.0,200.0,260.0,390.0,270.0,270.0,160.0,-60.0,30.0,50.0,42.0,
1988,,-6380.0,-4960.0,-4090.0,-3930.0,-3340.0,-3090.0,-2250.0,-1910.0,-1500.0,-1140.0,-740.0,-460.0,-250.0,-10.0,130.0,70.0,90.0,230.0,90.0,20.0,-140.0,-170.0,-30.0,-10.0,-100.0,
1989,,-5350.0,-4670.0,-4060.0,-3240.0,-2770.0,-2550.0,-1630.0,-1190.0,-880.0,-600.0,-520.0,-290.0,-10.0,130.0,130.0,160.0,230.0,480.0,210.0,20.0,80.0,-40.0,-20.0,30.0,0.0,
1990,,-5630.0,-5350.0,-4650.0,-4020.0,-3490.0,-3330.0,-2500.0,-2010.0,-1600.0,-1200.0,-850.0,-400.0,-140.0,30.0,70.0,30.0,100.0,230.0,70.0,30.0,60.0,-40.0,20.0,40.0,50.0,
1991,,-6540.0,-5627.0,-5108.0,-4518.0,-4161.0,-3759.0,-3186.0,-2593.0,-1836.0,-1487.0,-1129.0,-840.0,-630.0,-362.0,-200.0,-75.0,28.0,224.0,34.0,-96.0,-90.0,-165.0,5.0,27.0,0.0,
1992,,-6526.0,-5912.0,-5167.0,-4371.0,-3681.0,-3440.0,-2369.0,-2076.0,-1725.0,-1381.0,-1199.0,-923.0,-411.0,-99.0,77.0,75.0,214.0,238.0,25.0,-53.0,-114.0,-63.0,-98.0,0.0,0.0,
1993,,-6167.0,-5466.0,-4638.0,-3903.0,-3429.0,-2886.0,-1997.0,-1543.0,-1211.0,-787.0,-392.0,-148.0,152.0,380.0,444.0,400.0,599.0,770.0,509.0,278.0,215.0,-28.0,60.0,113.0,-22.0,
1994,,-6750.0,-6381.0,-5657.0,-4942.0,-4601.0,-3842.0,-2672.0,-2456.0,-1562.0,-1300.0,-991.0,-575.0,-301.0,-144.0,109.0,118.0,169.0,346.0,210.0,42.0,3.0,-57.0,65.0,47.0,49.0,
1995,,,-4869.0,-4013.0,-3190.0,-2836.0,-2409.0,-1597.0,-1301.0,-812.0,-618.0,-455.0,-254.0,-35.0,302.0,464.0,407.0,555.0,731.0,491.0,351.0,323.0,307.0,299.0,227.0,223.0,
1996,,,-5821.0,-4945.0,-4206.0,-3623.0,-3259.0,-2438.0,-1931.0,-1585.0,-973.0,-652.0,-430.0,-111.0,109.0,243.0,202.0,335.0,481.0,377.0,323.0,233.0,273.0,243.0,-15.0,125.0,
1997,,,-5630.0,-4580.0,-4000.0,-3571.0,-2832.0,-1940.0,-1480.0,-780.0,-560.0,-280.0,-90.0,90.0,180.0,210.0,270.0,360.0,460.0,370.0,370.0,340.0,30.0,80.0,190.0,240.0,
1998,,,-5900.0,-5170.0,-4420.0,-3860.0,-3520.0,-2960.0,-2340.0,-2040.0,-1700.0,-1230.0,-820.0,-530.0,-130.0,70.0,110.0,210.0,300.0,150.0,200.0,90.0,-150.0,-40.0,-100.0,-70.0,
1999,,,-5817.0,-5170.0,-4819.0,-4355.0,-3409.0,-2360.0,-1960.0,-1312.0,-827.0,-696.0,-344.0,-151.0,101.0,293.0,330.0,471.0,705.0,500.0,493.0,442.0,148.0,125.0,90.0,125.0,
2000,,,-5670.0,-4890.0,-4280.0,-3770.0,-2940.0,-2250.0,-1640.0,-1200.0,-750.0,-460.0,-140.0,150.0,350.0,420.0,440.0,610.0,600.0,480.0,390.0,210.0,-10.0,70.0,50.0,40.0,
2001,,-4750.0,-4310.0,-3820.0,-2680.0,-2370.0,-2060.0,-1110.0,-770.0,-360.0,-130.0,80.0,150.0,290.0,460.0,440.0,500.0,590.0,870.0,600.0,500.0,340.0,150.0,120.0,130.0,120.0,
2002,-6045.0,-5937.0,-5044.0,-4584.0,-4042.0,-3635.0,-2954.0,-2184.0,-1808.0,-1288.0,-822.0,-448.0,-142.0,133.0,342.0,443.0,440.0,563.0,714.0,545.0,431.0,420.0,358.0,365.0,337.0,289.0,375.0
2003,-7214.0,-7250.0,-6788.0,-6462.0,-5839.0,-5168.0,-4436.0,-3635.0,-3307.0,-2689.0,-2206.0,-1714.0,-1090.0,-800.0,-599.0,-576.0,-564.0,-416.0,-296.0,-387.0,-534.0,-445.0,-413.0,-572.0,-570.0,-693.0,-750.0
