,1725,1775,1825,1875,1925,1975,2025,2075,2125,2175,2225,2275,2325,2375,2425,2475,2525,2575,2625,2675,2725,2775,2825,2875
2018,-4125.0,-3775.0,-3450.0,-3150.0,-2650.0,-1950.0,-1200.0,-400.0,100.0,300.0,450.0,550.0,750.0,1050.0,1200.0,1200.0,1250.0,1350.0,1425.0,1475.0,1514.2857142857142,1542.857142857143,1571.4285714285713,1600.0
2019,-5175.0,-4925.0,-4650.0,-4350.0,-3850.0,-3150.0,-2625.0,-2275.0,-1850.0,-1350.0,-800.0,-200.0,150.0,250.0,325.0,375.0,450.0,550.0,675.0,825.0,914.2857142857143,942.8571428571429,971.4285714285714,1000.0
2020,-4075.0,-3825.0,-3450.0,-2950.0,-2375.0,-1725.0,-1200.0,-800.0,-425.0,-75.0,175.0,325.0,525.0,775.0,1000.0,1200.0,1300.0,1300.0,1325.0,1375.0,1400.0,1400.0,1400.0,1400.0
