,3830,3837,3850,3872,3874,3875,3891,3900,3925,3950,3975,4000,4025,4050,4075,4100,4125,4150,4175,4200,4225,4250,4275,4300,4325,4350,4375,4400,4422,4425,4439,4442,4443,4450,4455,4466,4467,4468
1989,-1429.0,,,,,-1146.0,,,-825.0,,-204.0,,10.0,,225.0,,540.0,,597.0,,776.0,,813.0,,773.0,,1080.0,,,1154.0,,,,,,,,726.0
1990,-1496.0,,,,,-1518.0,,,-603.0,,-354.0,,77.0,,120.0,,,502.0,761.0,,710.0,,660.0,,766.0,,718.0,,,564.0,,,,,,,,539.0
1991,-2480.0,,,,,-2582.0,,,-1928.0,,-1422.0,,-760.0,,-484.0,,41.0,,6.0,,43.0,,172.0,,265.0,,142.0,,,,,,142.0,,,,,
1992,-1684.0,,,,,-1682.0,,,-777.0,,-333.0,,32.0,,90.0,,558.0,,590.0,,883.0,,706.0,,,504.0,,,,,,,504.0,,,,,
1993,-2220.0,,,,,-2045.0,,,-842.0,,-404.0,,3.0,,146.0,,395.0,,362.0,,518.0,,568.0,,436.0,,406.0,,,,,,406.0,,,,,
1994,-2498.0,,,,,-2643.0,,,-1545.0,,-1127.0,,-588.0,,-165.0,,305.0,,175.0,,388.0,,323.0,,520.0,,532.0,,,,,,532.0,,,,,
1995,-1949.0,,,,,-1161.0,,,-1212.0,,-814.0,,-234.0,,35.0,,158.0,,153.0,,263.0,,270.0,,140.0,,90.0,,,,,,90.0,,,,,
1996,-1461.0,,,,,-1336.0,,,-657.0,,-341.0,,174.0,,299.0,,447.0,,504.0,,330.0,,300.0,,149.0,,108.0,,,,108.0,,,,,,,
1997,,,-3810.0,,,,,-2770.0,,-2158.0,,-1574.0,,-962.0,,-749.0,,-456.0,,-473.0,,27.0,,346.0,,270.0,,270.0,,,,,,192.0,,,,
1998,,,-3622.0,,,,,-2704.0,,-1797.0,,-1261.0,,-592.0,,-393.0,,-162.0,,-175.0,,210.0,,245.0,,250.0,,268.0,,,,,,176.0,176.0,,,
1999,,-3250.0,,,,-2760.0,,,-2100.0,,-1600.0,,-1000.0,,-700.0,,-75.0,,-14.0,,75.0,,150.0,,140.0,,113.0,,,75.0,,,,,,,,50.0
2000,,-1827.0,,,,-2250.0,,,-1210.0,,-750.0,,-280.0,,-100.0,,200.0,,60.0,,300.0,,340.0,,320.0,,290.0,,,210.0,,,,,,,,200.0
2001,,-3100.0,,,,-3280.0,,,-2250.0,,-1710.0,,-952.0,,-878.0,,-296.0,,240.0,,320.0,,37.0,,416.0,,360.0,,,,,,261.0,,,,,
2004,,-3120.0,,,,-3300.0,,,-2765.0,,-1920.0,,,-963.0,-1380.0,-300.0,,,150.0,,275.0,,330.0,,350.0,,370.0,,,,,,380.0,,,,,
2005,,-2010.0,,,,-3500.0,,,-1780.0,,-1040.0,,,96.0,-560.0,150.0,,,184.0,,214.0,,220.0,,210.0,,160.0,,,,,,135.0,,,,,
2006,,,,-2780.0,,,,,-2356.0,,-1701.0,,-785.0,,-269.0,,94.0,,281.0,,339.0,,330.0,,324.0,,306.0,,,,,251.0,,,,,,
2007,,,,-2835.0,,,,,-2184.0,,-1522.0,,-814.0,,-492.0,,-78.0,,192.0,,372.0,,353.0,,324.0,,288.0,,,,,234.0,,,,,,
2008,,,,-2732.0,,,,,-2182.0,,-1583.0,,-1026.0,,-694.0,,-319.0,,-52.0,,113.0,,113.0,,95.0,,82.0,,,58.0,,,,,,,36.0,
2009,,,,-1999.0,,,,,-1229.0,,-549.0,,322.0,,538.0,,563.0,,734.0,,744.0,,681.0,,621.0,,560.0,,,,,511.0,,,,,,
2010,,,,-2988.0,,,,,-2469.0,,-1943.0,,-1436.0,,-1154.0,,-819.0,,-590.0,,-437.0,,-412.0,,-400.0,,-390.0,,,,,-386.0,,,,,,
2011,,,,-3151.0,,,,,-2390.0,,-1396.0,,-1025.0,,-668.0,,-301.0,,-60.0,,103.0,,133.0,,148.0,,159.0,,,,,162.0,,,,,,
2012,,,,,-2303.0,,,,-1988.0,,-1430.0,,-902.0,,-470.0,,-241.0,,-21.0,,125.0,,119.0,,100.0,,83.0,,63.0,,,,,,,,,
2013,,,,,-2446.0,,,,-1724.0,,-1089.0,,-737.0,,-461.0,,-256.0,,42.0,,283.0,,466.0,,595.0,,708.0,,813.0,,,,,,,,,
2014,,,,,-1866.0,,,,-1523.0,,-986.0,,-571.0,,-204.0,,131.0,,420.0,,604.0,,665.0,,662.0,,695.0,,702.0,,,,,,,,,
2015,,,,,,,-2922.0,,-2436.0,,-1838.0,,-1248.0,,-924.0,,-745.0,,-283.0,,135.0,,322.0,,369.0,,437.0,,,505.0,,,,,,528.0,,
2016,,,,,,,-2916.0,,-2360.0,,-1676.0,,-1549.0,,-854.0,,-565.0,,-34.0,,291.0,,445.0,,568.0,,683.0,,,791.0,,,,,,858.0,,
2017,,,,,,,-2030.0,,-2051.0,,-1987.0,,-1461.0,,-1102.0,,-508.0,,99.0,,315.0,,432.0,,532.0,,628.0,,,716.0,,,,,,761.0,,
2018,,,,,,,-2021.0,,-1889.0,,-1532.0,,-1132.0,,-757.0,,-370.0,,-116.0,,-22.0,,66.0,,96.0,,104.0,,,127.0,,,,,,131.0,,
2019,,,,,,,-1672.0,,-1556.0,,-965.0,,-565.0,,-183.0,,253.0,,462.0,,592.0,,690.0,,781.0,,848.0,,,876.0,,,,,,922.0,,
