,3880,3905,3925,3950,3965,3975,4025,4050,4075,4125,4150,4175,4225,4250,4275,4325,4350,4375,4425,4450,4475,4525,4575,4615,4625,4630,4650
1985,,-1626.0,,,,-1184.0,-1031.0,,-792.0,-559.0,,-318.0,,,,40.0,,,,,1382.0,,,,,,1443.0
1986,,-1230.0,,,,-946.0,-800.0,,-802.0,-651.0,,-340.0,,130.0,,,,176.0,,,850.0,,,,,,750.0
1987,-1142.0,,-948.0,,,-733.0,-410.0,,-241.0,92.0,,303.0,462.0,,657.0,838.0,,984.0,1128.0,,,984.0,969.0,,796.0,,
1988,-2166.0,,-1768.0,,,-1567.0,-1431.0,,-1236.0,-881.0,,-629.0,-111.0,,12.0,171.0,,488.0,586.0,,,730.0,1158.0,,682.0,,
1989,-1774.0,,-1236.0,,,-1079.0,-862.0,,-765.0,-618.0,,-46.0,28.0,,84.0,284.0,,970.0,1087.0,,,693.0,628.0,,426.0,,
2015,,,,-2460.0,,,,-1660.0,,,-1300.0,,,-860.0,,,-650.0,,,-270.0,,,,,,,-240.0
2016,,,,-2710.0,,,,-1430.0,,,-760.0,,,-870.0,,,-1100.0,,,-50.0,,,,,,,-40.0
2017,,,,-3110.0,,,,-2260.0,,,-1810.0,,,-1390.0,,,-1460.0,,,-670.0,,,,,,,-650.0
2018,,,,,-2350.0,,,-1630.0,,,-930.0,,,-650.0,,,-60.0,,,170.0,,,,,,190.0,
2019,,,,,-2700.0,,,-1620.0,,,-1190.0,,,-960.0,,,-540.0,,,-190.0,,,,,,-150.0,
2020,,,,,,-1310.0,,-980.0,,,-270.0,,,140.0,,,280.0,,,450.0,,,,460.0,,,
