,4710,4712,4715,4730,4737,4745,4750,4757,4762,4770,4775,4787,4790,4800,4805,4810,4812,4825,4830,4837,4850,4860,4862,4870,4875,4880,4887,4895,4900,4912,4925,4937,4950,4962,4975,4987,5000,5007,5025,5037,5045,5050,5075,5100,5125,5150,5175,5200,5225,5250,5262,5275,5300,5325,5337,5350,5375,5425,5437,5500
2005,,-4000.0,,,-2644.0,,,,-2477.0,,,-2175.0,,,,,-1900.0,,,-1528.0,,,-1300.0,,,,-1240.0,,,-1022.0,,-775.0,,-500.0,,-264.0,,-71.0,,,196.0,,,,,,,,,,,,,,288.0,,,,,
2006,,-62.0,,,-246.0,,,,-316.0,,,-396.0,,,,,-248.0,,,-265.0,,,-87.0,,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
2007,,-99.0,,,-258.0,,,,-295.0,,,-328.0,,,,,-272.0,,,-243.0,,,-117.0,,,,-86.0,,,-60.0,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,
2008,,-67.0,,,-177.0,,,,-218.0,,,-182.0,,,,,-138.0,,,-125.0,,,-56.0,,,,-29.0,,,-24.0,,-4.0,,17.0,,34.0,,,,270.0,,,,,,,,,,,,,,,1169.0,,,,,
2009,,,,-194.0,,,,,,,-397.0,,,,,,,-191.0,,,,,,,-84.0,,,,,,-27.0,,,,-34.0,,,,,,,-48.0,,,,12.0,,,,,,,,,,305.0,,,,
2010,,,,-260.0,,,,,,,-491.0,,,,,,,-401.0,,,,,,,-270.0,,,,,,-140.0,,,,-83.0,,,,-57.0,,,,138.0,,84.0,,79.0,,145.0,,,122.0,,85.0,,,,,,
2011,,,,-266.0,,,,,,,-225.0,,,,,,,-171.0,,,,,,,-187.0,,,,,,-78.0,,,,-79.0,,,,-53.0,,,,36.0,,2.0,,99.0,,149.0,,,151.0,,105.0,,,,,,
2012,,,,-9969.0,,,,-8592.0,,,,,,-6249.0,,,,,,,-3824.0,,,,,,,,-2056.0,,,,-571.0,,,,1455.0,,,,,559.0,,2092.0,,1979.0,,2148.0,,2251.0,,,,,,,,,2351.0,
2013,,,-8439.0,,,-6156.0,,,,,-5490.0,,,,-4361.0,,,,-3671.0,,,,,-2275.0,,,,,,,-931.0,,,,169.0,,,,872.0,,,,792.0,,,1006.0,,,,1150.0,,,,,,1143.0,,,,1175.0
2014,,,-6983.0,,,-6122.0,,,,,-4870.0,,,,-3603.0,,,,,,,-1840.0,,,,,,,,,-1261.0,,,,-607.0,,,,-323.0,,,,214.0,,524.0,,825.0,,1222.0,,,1459.0,,1510.0,,,1536.0,,,1446.0
2015,-9534.0,,,-8605.0,,,-7398.0,,,-6384.0,,,-5168.0,,,-4111.0,,,-3069.0,,,,,,,,,-1598.0,,,,,,,-481.0,,,,-58.0,,,,598.0,,753.0,,943.0,,1304.0,,,1698.0,,1725.0,,,1801.0,1147.0,,
2016,-11482.0,,,-11364.0,,,-11186.0,,,-10677.0,,,-10221.0,,,-9044.0,,,-8138.0,,,,,-5913.0,,,,,,,,,-3170.0,,,,,,-560.0,,,,339.0,,822.0,,1038.0,,1143.0,,,1236.0,,776.0,,,513.0,,,
2017,-8929.0,,,-8790.0,,,-8388.0,,,-7662.0,,,-6485.0,,,-5380.0,,,-4233.0,,-3226.0,,,,,-2221.0,,,,,-1164.0,,,,220.0,,,,816.0,,,,1236.0,,1250.0,,1335.0,,1089.0,,,,500.0,,,,500.0,,,
2018,-9801.0,,,-8883.0,,,-7866.0,,,-6688.0,,,-6606.0,,,-5293.0,,,-3602.0,,-2581.0,,,,,-1939.0,,,,,-1264.0,,,,-170.0,,,,409.0,,,,1102.0,,1246.0,,1012.0,,810.0,,,,500.0,,,,500.0,,,
2019,-11677.0,,,-10192.0,,,-8960.0,,,-7523.0,,,-6294.0,,,-5673.0,,,-5196.0,,-4500.0,,,,,-3949.0,,,,,-2979.0,,,,-1402.0,,,,-578.0,,,,194.0,,463.0,,711.0,,987.0,,,,800.0,,,,750.0,,,
