,2875,2925,2975,3025,3075,3125,3175,3225,3275,3325,3375
1996,-1985.0,-2027.0,-1670.0,-952.0,-581.0,-511.0,-172.0,-95.0,-176.0,-437.0,-702.0
1997,-1851.0,-2110.0,-2208.0,-1265.0,-727.0,-783.0,-461.0,-116.0,-227.0,-539.0,-1000.0
1998,-2200.0,-2436.0,-2717.0,-2202.0,-1766.0,-1914.0,-1370.0,-1262.0,-1297.0,-1336.0,-1398.0
1999,-1850.0,-1850.0,-1849.0,-1596.0,-1410.0,-1168.0,-742.0,-690.0,-569.0,-553.0,-880.0
2000,-1428.0,-1754.0,-1884.0,-1455.0,-1329.0,-1100.0,-651.0,-403.0,-93.0,-1.0,0.0
2001,250.0,-289.0,-486.0,79.0,161.0,250.0,666.0,689.0,445.0,242.0,200.0
2002,-1000.0,-1302.0,-1751.0,-901.0,-510.0,-522.0,-303.0,-255.0,-249.0,-190.0,-285.0
2003,-2800.0,-3222.0,-3926.0,-3521.0,-3358.0,-3103.0,-2713.0,-2730.0,-2856.0,-2577.0,-2142.0
2004,-1400.0,-1525.0,-1669.0,-1277.0,-1185.0,-1251.0,-916.0,-720.0,-754.0,-954.0,-1200.0
2005,-1801.0,-2118.0,-2349.0,-1959.0,-1824.0,-1620.0,-1456.0,-1278.0,-1099.0,-1045.0,-1097.0
2006,-1596.0,-1529.0,-1524.0,-1504.0,-1535.0,-1977.0,-2153.0,-2398.0,-2700.0,-2187.0,-2000.0
2007,-1300.0,-1267.0,-1220.0,-1361.0,-1494.0,-1891.0,-2083.0,-2385.0,-2304.0,-1400.0,-1400.0
2008,-931.0,-1212.0,-1599.0,-1504.0,-1380.0,-1285.0,-1089.0,-1198.0,-1224.0,-1300.0,
2010,-500.0,-366.0,-121.0,-310.0,-461.0,-491.0,-52.0,23.0,77.0,85.0,
2011,-1200.0,-1374.0,-2108.0,-1768.0,-1501.0,-1286.0,-670.0,-648.0,-445.0,-600.0,
2012,-2100.0,-2100.0,-2266.0,-2522.0,-1861.0,-1902.0,-1815.0,-2001.0,-1806.0,-1800.0,
2013,-50.0,-50.0,-50.0,-278.0,-211.0,-192.0,20.0,58.0,214.0,200.0,
2014,450.0,816.0,861.0,96.0,73.0,245.0,483.0,834.0,806.0,800.0,
2015,-450.0,-1031.0,-2044.0,-1839.0,-1497.0,-1110.0,-1174.0,-1283.0,-1353.0,-1350.0,
2016,-900.0,-900.0,-1265.0,-1363.0,-1479.0,-1591.0,-1457.0,-1032.0,-634.0,-600.0,
