,4950,4995,5000,5050,5100,5150,5200,5250,5300,5350,5400,5450,5500,5550,5600,5650,5700,5750,5800,5850,5900,5950,6000
1992,,,-3265.0,,-2976.0,,-2330.0,,-1640.0,,-950.0,,-267.0,,420.0,,569.0,,571.0,,571.0,,571.0
1993,,,-3265.0,,101.0,,358.0,,497.0,,635.0,,774.0,,913.0,,1148.0,,1239.0,,1239.0,,1239.0
1994,,,-5403.0,,-1123.0,,-140.0,,11.0,,162.0,,313.0,,464.0,,747.0,,832.0,,832.0,,832.0
1995,,-6680.0,,,-2820.0,,-1640.0,,-1080.0,,-530.0,,-25.0,,580.0,,980.0,,970.0,,970.0,,970.0
1996,,,-6420.0,,-2416.0,,-1830.0,,-1175.0,,-521.0,,133.0,,788.0,,848.0,,965.0,,965.0,,965.0
1997,,,-3291.0,,-231.0,,768.0,,918.0,,1068.0,,1218.0,,1371.0,,1371.0,,1371.0,,1371.0,,1371.0
2000,-6194.0,,,-656.0,,-180.0,,110.0,,392.0,,681.0,,983.0,,1067.0,,1146.0,,1160.0,,1157.0,
2001,-4715.0,,,-478.0,,56.0,,466.0,,872.0,,1284.0,,1691.0,,1568.0,,1362.0,,1376.0,,1367.0,
2002,-5044.0,,,-1459.0,,-262.0,,12.0,,283.0,,549.0,,825.0,,932.0,,925.0,,924.0,,927.0,
2003,-5117.0,,,-2017.0,,294.0,,352.0,,399.0,,445.0,,501.0,,709.0,,903.0,,916.0,,919.0,
2004,-4545.0,,,-2157.0,,-1604.0,,-1074.0,,-440.0,,139.0,,718.0,,730.0,,773.0,,787.0,,806.0,
2005,-7149.0,,,-4087.0,,-3763.0,,-2431.0,,-1633.0,,-645.0,,345.0,,467.0,,516.0,,532.0,,528.0,
2006,-5484.0,,,-1826.0,,-545.0,,378.0,,389.0,,403.0,,416.0,,489.0,,570.0,,647.0,,632.0,
2007,-6809.0,,,-2708.0,,-513.0,,-94.0,,345.0,,569.0,,792.0,,949.0,,1201.0,,1192.0,,1205.0,
2008,-4354.0,,,-1200.0,,19.0,,437.0,,647.0,,751.0,,856.0,,870.0,,934.0,,934.0,,934.0,
2009,-8354.0,,,-3519.0,,-1671.0,,-670.0,,-49.0,,255.0,,501.0,,509.0,,524.0,,516.0,,463.0,
2010,-9248.0,,,-4660.0,,-3134.0,,-1154.0,,-164.0,,331.0,,827.0,,845.0,,835.0,,835.0,,835.0,
2011,-4052.0,,,-2514.0,,-1396.0,,-896.0,,-396.0,,105.0,,605.0,,762.0,,918.0,,918.0,,918.0,
2012,-6097.0,,,-4395.0,,-2791.0,,-891.0,,-409.0,,72.0,,554.0,,1035.0,,1763.0,,1763.0,,1763.0,
2013,-6240.0,,,-2787.0,,-974.0,,-397.0,,96.0,,370.0,,777.0,,1183.0,,1183.0,,1183.0,,1183.0,
2014,-4875.0,,,-2911.0,,-709.0,,-416.0,,-123.0,,170.0,,464.0,,757.0,,1050.0,,1050.0,,1050.0,
2015,-1631.0,,,-1174.0,,-717.0,,-288.0,,141.0,,570.0,,999.0,,1227.0,,1157.0,,1157.0,,1157.0,
