,2250,2252,2254,2255,2257,2259,2261,2262,2263,2264,2265,2266,2267,2268,2269,2271,2273,2275,2279,2283,2288,2350,2356,2359,2360,2362,2378,2385,2386,2387,2389,2450,2451,2452,2453,2463,2483,2550,2580,2581,2595,2598,2650,2652,2657,2661,2662,2669,2673,2675,2678,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4138,4139,4140,4141,4142,4143,4144,4146,4148,4149,4150,4152,4153,4155,4157
1956,,,,,,,,,,,,,,,,,,,,,,,,-2968.0,,,,,,,,-2633.0,,,,,,-2228.0,,,,,-1853.0,,,,,,,,,-1525.0,-1582.0,-1159.0,-578.0,-133.0,344.0,1076.0,820.0,861.0,908.0,950.0,904.0,889.0,835.0,,,,,,,748.0,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,-2393.0,,,,,-2283.0,,,,,,-1953.0,,,,,-1625.0,,,,,,,,,-1294.0,-1410.0,-897.0,-187.0,306.0,438.0,556.0,770.0,979.0,1006.0,1037.0,968.0,952.0,871.0,,,,,,,755.0,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,-3180.0,,,,,-3052.0,,,,,,-2705.0,,,,,-2391.0,,,,,,,,,-2087.0,-2201.0,-1675.0,-1038.0,-523.0,-323.0,-11.0,286.0,541.0,600.0,665.0,600.0,604.0,565.0,,,,,,,490.0,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2076.0,,-1958.0,,,,,,-1691.0,,,,,-1442.0,,,,,,,,,-1176.0,-1051.0,-535.0,0.0,403.0,128.0,-365.0,394.0,760.0,793.0,823.0,775.0,766.0,716.0,,,,,,,636.0,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2695.0,,,-2411.0,,,,,,-2021.0,,,,,-1653.0,,,,,,,,,-1291.0,-1106.0,-529.0,-138.0,69.0,-15.0,-20.0,810.0,1182.0,1242.0,1266.0,1208.0,1171.0,1075.0,,,,,,,951.0,,,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2528.0,,,-2218.0,,,,,,-1836.0,,,,,-1480.0,,,,,,,,,-1148.0,-1043.0,-509.0,-77.0,161.0,4.0,-54.0,593.0,900.0,899.0,921.0,833.0,819.0,758.0,,,,,,,663.0,,,,,,,,
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1711.0,,,-1537.0,,,,,,-1369.0,,,,,-1183.0,,,,,,,,,-1019.0,-1382.0,-1192.0,-629.0,-159.0,442.0,1311.0,567.0,477.0,511.0,554.0,496.0,498.0,461.0,,,,,,,391.0,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2787.0,,,,-2262.0,,,,,,-2053.0,,,,,-1727.0,,,,,,,,,-1373.0,-1233.0,-643.0,-226.0,65.0,2.0,32.0,653.0,984.0,1022.0,1048.0,966.0,941.0,860.0,,,,,,,748.0,,,,,,,,
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1817.0,,,,-1446.0,,,,,,-1301.0,,,,,-1056.0,,,,,,,,,-870.0,-1208.0,-979.0,-299.0,334.0,741.0,1117.0,804.0,838.0,853.0,869.0,812.0,793.0,731.0,,,,,,,641.0,,,,,,,,
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2672.0,,,,-2477.0,,,,,-2126.0,,,,,,,,,-1756.0,-1441.0,-834.0,-528.0,-299.0,-205.0,209.0,537.0,788.0,851.0,912.0,872.0,873.0,827.0,,,,,,,735.0,,,,,,,,
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1918.0,,,,,-1731.0,,,,,-1397.0,,,,,,,,,-1025.0,-716.0,-129.0,25.0,3.0,-225.0,-223.0,615.0,958.0,992.0,1008.0,946.0,921.0,843.0,,,,,,,730.0,,,,,,,,
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1667.0,-1466.0,,,,,-1242.0,,,,,,,,,-1021.0,-1221.0,-932.0,-381.0,18.0,358.0,882.0,802.0,894.0,906.0,921.0,850.0,829.0,764.0,,,,,,,665.0,,,,,,,,
1968,,-4392.0,,,,,,,,,,,,,,,,,,,,-3396.0,,,,,,,,,,-2458.0,,,,,,-2139.0,,,,,-1757.0,,,,,,,,,-1343.0,-1252.0,-804.0,-400.0,-230.0,-25.0,391.0,680.0,837.0,864.0,869.0,809.0,775.0,682.0,,578.0,,,,,,,,,,,,,
1969,,,-3659.0,,,,,,,,,,,,,,,,,,,-2940.0,,,,,,,,,,-1461.0,,,,,,-1263.0,,,,,-859.0,,,,,,,,,-460.0,-374.0,-10.0,134.0,189.0,343.0,815.0,1137.0,1297.0,1275.0,1262.0,1171.0,1135.0,1030.0,,897.0,,,,,,,,,,,,,
1970,,,,-3831.0,,,,,,,,,,,,,,,,,,-3454.0,,,,,,,,,,-2199.0,,,,,,-2179.0,,,,,-1988.0,,,,,,,,,-1741.0,-1927.0,-1527.0,-769.0,-115.0,58.0,116.0,269.0,466.0,516.0,575.0,554.0,565.0,529.0,,463.0,,,,,,,,,,,,,
1971,,,,,-4249.0,,,,,,,,,,,,,,,,,-3625.0,,,,,,,,,,-2482.0,,,,,,-2421.0,,,,,-2161.0,,,,,,,,,-1845.0,-1838.0,-1361.0,-765.0,-299.0,-78.0,189.0,429.0,596.0,614.0,648.0,593.0,579.0,517.0,,437.0,,,,,,,,,,,,,
1972,,,,,,-2983.0,,,,,,,,,,,,,,,,-2447.0,,,,,,,,,,-1346.0,,,,,,-1236.0,,,,,-993.0,,,,,,,,,-690.0,-620.0,-322.0,-184.0,-162.0,18.0,511.0,827.0,960.0,960.0,961.0,900.0,867.0,781.0,,,678.0,,,,,,,,,,,,
1973,,,,,,,-5504.0,,,,,,,,,,,,,,,-4949.0,,,,,,,,,,-3429.0,,,,,,-3385.0,,,,,-3025.0,,,,,,,,,-2550.0,-2494.0,-1877.0,-1121.0,-534.0,-207.0,159.0,476.0,695.0,752.0,816.0,786.0,784.0,736.0,,,650.0,,,,,,,,,,,,
1974,,,,,,,,-3280.0,,,,,,,,,,,,,,-2785.0,,,,,,,,,,-1537.0,,,,,,-1489.0,,,,,-1247.0,,,,,,,,,-912.0,-887.0,-429.0,56.0,325.0,452.0,657.0,853.0,987.0,983.0,980.0,913.0,887.0,823.0,,,724.0,,,,,,,,,,,,
