,3405,3415,3425,3435,3445,3455,3465,3475,3485,3495,3505,3515,3525,3535,3545,3555,3565,3575,3585,3595,3605,3615
1979,-1730,-1700,-1670,-1670,-1710,-1740,-1630,-1530,-1440,-1380,-1360,-1340,-1250,-1130,-1000,-880,-760,-670,-660,-650,-650,-620
1980,-1930,-1910,-1900,-1910,-1930,-1940,-1920,-1870,-1810,-1760,-1730,-1690,-1590,-1450,-1300,-1160,-1020,-920,-900,-880,-840,-790
1981,-1200,-1190,-1170,-1180,-1190,-1190,-1060,-940,-820,-740,-690,-660,-580,-460,-320,-210,-100,-10,10,20,30,40
1982,-1640,-1600,-1550,-1560,-1630,-1690,-1610,-1530,-1450,-1380,-1340,-1300,-1200,-1070,-910,-770,-610,-480,-490,-480,-450,-420
1983,-2130,-2110,-2100,-2110,-2130,-2160,-2110,-2040,-1980,-1930,-1890,-1870,-1800,-1680,-1540,-1420,-1290,-1200,-1180,-1150,-1110,-1040
1984,-1680,-1650,-1620,-1620,-1650,-1680,-1580,-1500,-1420,-1390,-1360,-1360,-1280,-1180,-1080,-990,-890,-820,-800,-780,-770,-740
1985,-1930,-1960,-1970,-1990,-2030,-1980,-1920,-1820,-1730,-1680,-1640,-1650,-1420,-1250,-1240,-1240,-1170,-1080,-1060,-1060,-1070,-1090
1986,-1760,-1800,-1810,-1870,-1970,-1970,-1920,-1830,-1690,-1610,-1510,-1490,-1320,-1180,-1170,-1190,-1130,-1020,-980,-950,-960,-970
1987,-2010,-2020,-2030,-2040,-2050,-2050,-2010,-1910,-1690,-1510,-1390,-1390,-1300,-1180,-1170,-1190,-1120,-1010,-1050,-1120,-1120,-1130
1988,-1440,-1440,-1450,-1450,-1400,-1450,-1340,-1300,-1100,-1020,-970,-980,-840,-680,-660,-690,-660,-560,-550,-530,-540,-550
1989,-1360,-1380,-1380,-1390,-1430,-1450,-1410,-1330,-1110,-950,-910,-910,-750,-480,-430,-490,-430,-290,-300,-270,-250,-230
1990,-1920,-1930,-1940,-1960,-2000,-2010,-1960,-1930,-1840,-1750,-1640,-1590,-1520,-1380,-1300,-1320,-1200,-990,-950,-720,-660,-660
1991,-2940,-2940,-2940,-2930,-2920,-2950,-2850,-2810,-2710,-2590,-2450,-2440,-2360,-2100,-1940,-2010,-1930,-1640,-1610,-1510,-1510,-1540
