,49,50,78,87,92,112,137,149,150,162,187,212,237,249,250,262,287,312,337,349,350,362,387,412,437,449,450,462,487,512,537,549,550,562,587,612,637,649,650,662,687,712,737,749,750,762,787,812,837,849,850,862,887,912,937,949,950,962,987,1012,1037,1049,1050,1062,1087,1112,1137,1149,1150,1162,1187,1212,1237,1249,1250,1262,1287,1312,1337,1349,1350,1362,1387,1412,1437,1449,1450,1462,1487,1512,1537,1549,1550,1562,1587,1612,1637,1649,1650,1662,1687,1712,1737,1741,1749,1750,1762,1787
1960,,,,,,,,,-2408.0,,,,,,-2179.0,,,,,,-1964.0,,,,,,-1758.0,,,,,,-1559.0,,,,,,-1362.0,,,,,,-1164.0,,,,,,-961.0,,,,,,-750.0,,,,,,-526.0,,,,,,-287.0,,,,,,-29.0,,,,,,252.0,,,,,,470.0,,,,,,480.0,,,,,,480.0,,,,,,,,,
1961,,,,,,,,,-1247.0,,,,,,-1161.0,,,,,,-1013.0,,,,,,-846.0,,,,,,-665.0,,,,,,-480.0,,,,,,-298.0,,,,,,-127.0,,,,,,26.0,,,,,,153.0,,,,,,246.0,,,,,,298.0,,,,,,300.0,,,,,,245.0,,,,,,208.0,,,,,,208.0,,,,,,,,,
1962,,,,,,,,,-3047.0,,,,,,-2796.0,,,,,,-2556.0,,,,,,-2325.0,,,,,,-2100.0,,,,,,-1876.0,,,,,,-1651.0,,,,,,-1420.0,,,,,,-1181.0,,,,,,-929.0,,,,,,-662.0,,,,,,-376.0,,,,,,-68.0,,,,,,267.0,,,,,,407.0,,,,,,407.0,,,,,,,,,
1963,,,,,,,,,-2307.0,,,,,,-1823.0,,,,,,-1428.0,,,,,,-1110.0,,,,,,-855.0,,,,,,-654.0,,,,,,-494.0,,,,,,-362.0,,,,,,-249.0,,,,,,-140.0,,,,,,-26.0,,,,,,107.0,,,,,,269.0,,,,,,402.0,,,,,,407.0,,,,,,407.0,,,,,,,,,
1964,,,,,,,,,-837.0,,,,,,-520.0,,,,,,-253.0,,,,,,-52.0,,,,,,95.0,,,,,,197.0,,,,,,266.0,,,,,,310.0,,,,,,341.0,,,,,,368.0,,,,,,402.0,,,,,,452.0,,,,,,531.0,,,,,,604.0,,,,,,606.0,,,,,,606.0,,,,,,,,,
1965,,,,,,,,,-1593.0,,,,,,-1326.0,,,,,,-1032.0,,,,,,-771.0,,,,,,-542.0,,,,,,-345.0,,,,,,-179.0,,,,,,-43.0,,,,,,64.0,,,,,,143.0,,,,,,194.0,,,,,,218.0,,,,,,216.0,,,,,,200.0,,,,,,200.0,,,,,,200.0,,,,,,,,,
1966,,,,,,,,,-1615.0,,,,,,-1445.0,,,,,,-1243.0,,,,,,-1035.0,,,,,,-826.0,,,,,,-621.0,,,,,,-424.0,,,,,,-239.0,,,,,,-71.0,,,,,,74.0,,,,,,193.0,,,,,,282.0,,,,,,334.0,,,,,,349.0,,,,,,349.0,,,,,,349.0,,,,,,,,,
1967,,,,,,,,,-1265.0,,,,,,-1081.0,,,,,,-866.0,,,,,,-659.0,,,,,,-463.0,,,,,,-282.0,,,,,,-116.0,,,,,,29.0,,,,,,152.0,,,,,,249.0,,,,,,319.0,,,,,,357.0,,,,,,360.0,,,,,,343.0,,,,,,342.0,,,,,,342.0,,,,,,,,,
1968,,,,,,,,,-2298.0,,,,,,-2211.0,,,,,,-2061.0,,,,,,-1864.0,,,,,,-1631.0,,,,,,-1375.0,,,,,,-1105.0,,,,,,-835.0,,,,,,-574.0,,,,,,-335.0,,,,,,-129.0,,,,,,33.0,,,,,,140.0,,,,,,178.0,,,,,,178.0,,,,,,178.0,,,,,,,,,
