,1267,1325,1375,1425,1475,1525,1576
1964,-625.0,-400.0,0.0,925.0,1025.0,925.0,900.0
1965,-1550.0,-1375.0,-950.0,-300.0,-25.0,75.0,250.0
1966,-2225.0,-2250.0,-2025.0,-1375.0,-1150.0,-1100.0,-1025.0
1967,-1375.0,-500.0,250.0,950.0,1325.0,1775.0,1750.0
1968,-825.0,-550.0,-225.0,275.0,775.0,1075.0,1250.0
