,970,975,985,990,995,1005,1010,1015,1025,1030,1035,1045,1050,1055,1065,1070,1075,1085,1090,1095,1105,1110,1115,1125,1130,1135,1145,1150,1155,1165,1170,1175
2002,,-424.0,-415.0,,-405.0,-400.0,,-398.0,-398.0,,-391.0,-367.0,,-331.0,-262.0,,-184.0,-101.0,,-47.0,-9.0,,25.0,30.0,,31.0,36.0,,38.0,78.0,,81.0
2003,,,-1800.0,,-1771.0,-1638.0,,-1605.0,-1598.0,,-1597.0,-1595.0,,-1530.0,-1476.0,,-1343.0,-1194.0,,-1062.0,-969.0,,-908.0,-900.0,,-881.0,-870.0,,-869.0,-860.0,,-849.0
2004,,,,-1819.0,,,,,-1698.0,,,,,,,,-1322.0,,,,,,,-987.0,,,,,,-951.0,,
2005,,,,-2040.0,,,,,-1807.0,,,,,,,,-1050.0,,,,,,,-227.0,,,,,,-3.0,,
2008,-1180.0,,,-1130.0,,,-1000.0,,,-920.0,,,-530.0,,,-90.0,,,480.0,,,600.0,,,540.0,,,460.0,,,400.0,
2009,-920.0,,,-890.0,,,-840.0,,,-780.0,,,-280.0,,,-100.0,,,210.0,,,340.0,,,230.0,,,190.0,,,175.0,
2010,-350.0,,,-235.0,,,-91.0,,,270.0,,,660.0,,,1180.0,,,1580.0,,,1500.0,,,1405.0,,,1340.0,,,1280.0,
2011,-1100.0,,,-1180.0,,,-1270.0,,,-1080.0,,,-580.0,,,-275.0,,,110.0,,,220.0,,,195.0,,,170.0,,,170.0,
2012,-1100.0,,,-1180.0,,,-1270.0,,,-1080.0,,,-580.0,,,-275.0,,,110.0,,,220.0,,,195.0,,,170.0,,,170.0,
2013,-1100.0,,,-900.0,,,-700.0,,,-500.0,,,-275.0,,,400.0,,,900.0,,,700.0,,,350.0,,,330.0,,,310.0,
2014,-1200.0,,,-1050.0,,,-900.0,,,410.0,,,860.0,,,930.0,,,1015.0,,,735.0,,,510.0,,,455.0,,,400.0,
2015,-1230.0,,,-1155.0,,,-1075.0,,,-780.0,,,-410.0,,,30.0,,,472.0,,,245.0,,,200.0,,,150.0,,,100.0,
2016,-1750.0,,,-1450.0,,,-1310.0,,,-1080.0,,,-300.0,,,450.0,,,1100.0,,,600.0,,,500.0,,,490.0,,,435.0,
2017,-2200.0,,,-2130.0,,,-2010.0,,,-1320.0,,,-800.0,,,-450.0,,,91.0,,,-280.0,,,-540.0,,,-580.0,,,-625.0,
2018,-1850.0,,,-1515.0,,,-1195.0,,,-870.0,,,-545.0,,,-135.0,,,430.0,,,305.0,,,200.0,,,170.0,,,140.0,
2019,-2100.0,,,-2030.0,,,-1960.0,,,-1400.0,,,-715.0,,,-380.0,,,0.0,,,360.0,,,290.0,,,220.0,,,150.0,
