,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350
2010,-6572,-5871,-4911,-3738,-2779,-1732,-653,128,427,749,1111,1255
2011,-5280,-4542,-3862,-3085,-2459,-1701,-982,-391,243,737,692,744
