,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575,1625,1675,1725,1775,1825
1997,-1236.0,-1181.0,-1143.0,-1126.0,-1135.0,-1113.0,-1061.0,-927.0,-834.0,-879.0,-644.0,-453.0,-256.0,206.0,448.0,1086.0
1998,-2107.0,-1806.0,-1447.0,-1269.0,-1037.0,-820.0,-653.0,-578.0,-427.0,-190.0,-8.0,191.0,276.0,663.0,954.0,1299.0
1999,-1719.0,-1636.0,-1633.0,-1498.0,-1307.0,-1012.0,-731.0,-478.0,-128.0,57.0,197.0,562.0,672.0,1048.0,1242.0,1665.0
2000,-1482.0,-1318.0,-716.0,-583.0,-449.0,-316.0,-221.0,-136.0,-129.0,62.0,141.0,415.0,397.0,1119.0,1299.0,1515.0
