,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575,1625,1675
1974,-1723.3333333333333,-1910.0,-1840.0,-1380.0,-740.0,-840.0,-70.0,420.0,840.0,1240.0,1290.0,1550.0,1640.0
1975,-340.0,-480.0,-590.0,-590.0,-90.0,-270.0,0.0,80.0,430.0,580.0,660.0,1180.0,980.0
2003,,-4450.0,-4100.0,-3750.0,-3400.0,-3100.0,-2800.0,-2500.0,-2200.0,-1850.0,-1450.0,-1174.7706422018348,
2004,,-4300.0,-3800.0,-3250.0,-2700.0,-2150.0,-1550.0,-1050.0,-650.0,-250.0,50.0,279.35779816513764,
2005,,-4050.0,-3200.0,-2550.0,-1900.0,-1350.0,-850.0,-350.0,150.0,600.0,1000.0,1366.9724770642201,
2006,,-5900.0,-5650.0,-5350.0,-5000.0,-4600.0,-4050.0,-3500.0,-2900.0,-2400.0,-2150.0,-2150.0,
2007,-3396.039603960396,-3000.0,-2550.0,-2050.0,-1500.0,-900.0,-250.0,400.0,1000.0,1450.0,1700.0,1848.5148514851485,
2008,-3297.5247524752476,-3050.0,-2800.0,-2480.0,-2150.0,-1700.0,-1250.0,-700.0,-150.0,450.0,1000.0,950.4950495049505,
2009,-3416.831683168317,-3100.0,-2780.0,-2420.0,-2050.0,-1650.0,-1250.0,-850.0,-450.0,-100.0,170.0,447.2277227722772,
2010,-4197.722772277228,-3970.0,-3720.0,-3450.0,-3120.0,-2750.0,-2350.0,-1950.0,-1650.0,-1450.0,-1370.0,-1300.6930693069307,
2011,-5819.306930693069,-5250.0,-4725.0,-4250.0,-3800.0,-3400.0,-2950.0,-2500.0,-2100.0,-1775.0,-1475.0,-1227.4752475247524,
2012,-1521.7821782178219,-1200.0,-875.0,-550.0,-200.0,175.0,550.0,950.0,1350.0,1625.0,1900.0,2147.5247524752476,
2013,-2922.2772277227723,-2650.0,-2400.0,-2150.0,-1925.0,-1700.0,-1475.0,-1275.0,-1100.0,-950.0,-800.0,-700.990099009901,
