,1420,1425,1435,1475,1525,1575,1625,1675,1710,1720,1725,1730,1775,1825,1875,1925,1975,2025,2070,2075,2076
1962,,,,,,,,,720.0,,,,,,,,,,,,
1963,,,,,,,,,-1180.0,,,,,,,,,,,,
1964,,,,,,,,,210.0,,,,,,,,,,,,
1965,,,,,,,,,340.0,,,,,,,,,,,,
1966,,,,,,,,,-610.0,,,,,,,,,,,,
1967,,,,,,,,,720.0,,,,,,,,,,,,
1968,,,,,,,,,,50.0,,,,,,,,,,,
1969,,,,,,,,,,-1420.0,,,,,,,,,,,
1970,,,,,,,,,,-720.0,,,,,,,,,,,
1971,,,,,,,,,,180.0,,,,,,,,,,,
1972,,,,,,,,,,-310.0,,,,,,,,,,,
1973,,,,,,,,,,80.0,,,,,,,,,,,
1974,,,,,,,,,,240.0,,,,,,,,,,,
1975,,,,,,,,,,-150.0,,,,,,,,,,,
1976,,,,,,,,,,-90.0,,,,,,,,,,,
1977,,,,,,,,,,-540.0,,,,,,,,,,,
1978,,,,,,,,,,-440.0,,,,,,,,,,,
1979,,,,,,,,,,100.0,,,,,,,,,,,
1980,,,,,,,,,,-1310.0,,,,,,,,,,,
1981,,,,,,,,,,-100.0,,,,,,,,,,,
1982,,,,,,,,,,-470.0,,,,,,,,,,,
1983,,,,,,,,,,200.0,,,,,,,,,,,
1984,,,,,,,,,,,,-300.0,,,,,,,,,
1985,,,,,,,,,,,,-400.0,,,,,,,,,
1986,,,,,,,,,,,,-320.0,,,,,,,,,
1987,,,,,,,,,,,320.0,,,,,,,,,,
1988,,,,,,,,,,,-950.0,,,,,,,,,,
1989,,,,,,,,,,,1200.0,,,,,,,,,,
1990,,-850.0,,-400.0,-49.0,300.0,650.0,950.0,,,1200.0,,1450.0,1700.0,1950.0,2100.0,2250.0,2400.0,2550.0,,
1991,-3570.0,,,-2820.0,-2270.0,-1670.0,-1050.0,-520.0,,,-100.0,,270.0,600.0,850.0,1050.0,1250.0,1400.0,,1500.0,
1992,-2050.0,,,-1550.0,-1200.0,-800.0,-350.0,-150.0,,,50.0,,250.0,450.0,650.0,1000.0,1100.0,1300.0,,1350.0,
1993,-1650.0,,,-1300.0,-850.0,-300.0,150.0,500.0,,,750.0,,1050.0,1250.0,1500.0,1700.0,1800.0,1950.0,,2000.0,
1994,-2450.0,,,-1700.0,-1400.0,-1050.0,-700.0,-400.0,,,-250.0,,-100.0,100.0,350.0,500.0,550.0,670.0,,770.0,
1995,-2500.0,,,-2000.0,-1360.0,-920.0,-520.0,-220.0,,,-380.0,,-270.0,160.0,610.0,910.0,1170.0,1360.0,,1570.0,
1996,-3340.0,,,-2930.0,-2480.0,-2050.0,-1650.0,-1460.0,,,-1320.0,,-920.0,-650.0,-150.0,300.0,560.0,770.0,,980.0,
1997,-3070.0,,,-2700.0,-2180.0,-1990.0,-1780.0,-1440.0,,,-1650.0,,-1170.0,-700.0,10.0,590.0,1020.0,1230.0,,1350.0,
1998,-2260.0,,,-1980.0,-1700.0,-1230.0,-640.0,-30.0,,,70.0,,300.0,520.0,1190.0,1560.0,1800.0,1980.0,,2130.0,
1999,-2120.0,,,-2050.0,-1700.0,-1420.0,-840.0,-510.0,,,-600.0,,-140.0,-49.0,430.0,1020.0,1300.0,1600.0,,1900.0,
2000,-2634.0,,,-2365.0,-1690.0,-1010.0,-278.0,146.0,,,251.0,,764.0,837.0,1453.0,2116.0,2982.0,2751.0,,2829.0,
2001,-1660.0,,,-1550.0,-1270.0,-1040.0,-870.0,-710.0,,,-690.0,,-350.0,-190.0,330.0,850.0,1250.0,1620.0,,1950.0,
2002,-3607.0,,,-3408.0,-3146.0,-2898.0,-2643.0,-2464.0,,,-2215.0,,-1777.0,-1293.0,-854.0,-616.0,-400.0,-200.0,,0.0,
