2003,,-3320.0,,-3120.0,-2810.0,-2490.0,-2205.0,-1750.0,,,-1910.0,,-1620.0,-1510.0,-700.0,-450.0,-200.0,0.0,,,250.0
2004,,-2550.0,,-2400.0,-2130.0,-1660.0,-1260.0,-840.0,,,-920.0,,-450.0,-330.0,250.0,450.0,780.0,930.0,,,-1880.0
2005,,-2445.0,,-1295.0,-1976.0,-1350.0,-760.0,-251.0,,,-470.0,,-186.0,275.0,1191.0,1241.0,1441.0,1641.0,,,1741.0
2006,,-3800.0,,-3700.0,-3425.0,-2849.0,-2480.0,-2381.0,,,-2386.0,,-2073.0,-1997.0,-1610.0,-1259.0,-1084.0,-900.0,,,-700.0
2007,,-1390.0,,-1680.0,-1630.0,-1340.0,-1090.0,-920.0,,,-710.0,,-50.0,-80.0,270.0,420.0,550.0,710.0,,,910.0
2008,,-2300.0,,-2000.0,-1720.0,-1150.0,-610.0,-300.0,,,-480.0,,70.0,380.0,1200.0,1830.0,1950.0,2020.0,,,2100.0
2009,,-2510.0,,-2440.0,-2060.0,-1650.0,-1240.0,-1160.0,,,-890.0,,310.0,740.0,1380.0,2180.0,2330.0,2550.0,,,2800.0
2010,,-3830.0,,-3460.0,-3010.0,-2710.0,-2340.0,-2080.0,,,-1920.0,,-1670.0,-1240.0,-610.0,-190.0,-130.0,260.0,,,600.0
2011,,-3630.0,,-3380.0,-3080.0,-2650.0,-2250.0,-1850.0,,,-1600.0,,-1140.0,-1030.0,-700.0,-390.0,-150.0,100.0,,,300.0
2012,,-2340.0,,-1850.0,-1150.0,-690.0,-330.0,-200.0,,,0.0,,340.0,400.0,900.0,1300.0,1780.0,2000.0,,,2100.0
2013,,-2694.0,,-2695.0,-2268.0,-1879.0,-1553.0,-1367.0,,,-1479.0,,-1061.0,-835.0,-269.0,238.0,644.0,950.0,,,1200.0
2014,,-3700.0,,-3302.0,-2741.0,-2275.0,-1759.0,-1315.0,,,-1337.0,,-907.0,-610.0,20.0,328.0,780.0,1120.0,,,1450.0
2015,,-1650.0,,-1206.0,-653.0,-28.0,263.0,238.0,,,392.0,,850.0,902.0,1262.0,1456.0,1320.0,1336.0,,,1386.0
2016,,-2780.0,,-2620.0,-2183.0,-1838.0,-1518.0,-1229.0,,,-998.0,,-659.0,-223.0,376.0,895.0,1200.0,1450.0,,,1600.0
2017,,-2800.0,,-2400.0,-1803.0,-1398.0,-1198.0,-899.0,,,-598.0,,-200.0,200.0,520.0,650.0,800.0,920.0,,,1000.0
2018,,-3759.0,,-3454.0,-3127.0,-2898.0,-2597.0,-2409.0,,,-2105.0,,-1813.0,-1455.0,-975.0,-568.0,-189.0,100.0,,,350.0
2019,,,-2997.0,-2914.0,-2727.0,-2535.0,-2345.0,-2092.0,,,-1763.0,,-1460.0,-1133.0,-750.0,-444.0,-160.0,72.0,200.0,,
