,2675,2725,2775,2825,2875,2925,2975,3025,3075,3125,3175,3225,3275,3325,3375
2004,-4277.0,-3876.0,-2899.0,-2747.0,-2382.0,-1686.0,-1039.0,-1054.0,-1084.0,-757.0,-567.0,-724.0,-241.0,-31.0,-234.0
2005,-5902.0,-5275.0,-4009.0,-3499.0,-2696.0,-2007.0,-1235.0,-1459.0,-1506.0,-928.0,-723.0,-878.0,-393.0,-160.0,-583.0
2006,-5474.0,-5046.0,-3992.0,-3509.0,-2934.0,-2292.0,-1597.0,-1634.0,-1395.0,-911.0,-877.0,-949.0,-457.0,-405.0,-733.0
2007,-6280.0,-5724.0,-4141.0,-3604.0,-3143.0,-2551.0,-1772.0,-1865.0,-1402.0,-1029.0,-960.0,-855.0,-233.0,-38.0,-245.0
2008,-4924.0,-4338.0,-3703.0,-3133.0,-2584.0,-2081.0,-1543.0,-1715.0,-1505.0,-897.0,-799.0,-716.0,-215.0,-3.0,-207.0
2009,-4325.0,-3901.0,-2854.0,-2097.0,-1661.0,-1471.0,-1181.0,-1327.0,-1111.0,-565.0,-509.0,-551.0,-19.0,179.0,-173.0
2010,-3854.0,-3394.0,-2557.0,-1564.0,-1119.0,-986.0,-594.0,-716.0,-482.0,-135.0,-18.0,-217.0,231.0,411.0,-78.0
2011,,-3962.0,-2968.0,-2891.0,-2179.0,-1804.0,-1599.0,-1864.0,-1175.0,-657.0,-623.0,-809.0,-355.0,-41.0,-492.0
2012,,-4844.0,-4110.0,-3407.0,-2700.0,-2348.0,-1721.0,-2013.0,-1582.0,-1252.0,-1014.0,-1184.0,-602.0,-436.0,-1006.0
2013,,-2977.0,-2408.0,-2043.0,-1146.0,-937.0,-484.0,-626.0,-90.0,271.0,117.0,-9.0,413.0,634.0,235.0
2014,,-2947.0,-2211.0,-1469.0,-825.0,-310.0,11.0,-139.0,511.0,946.0,776.0,848.0,1264.0,1488.0,1050.0
2016,,-3891.0,-3121.0,-2796.0,-2351.0,-1780.0,-1479.0,-1623.0,-965.0,-614.0,-664.0,-588.0,-193.0,-275.0,-227.0
2017,,-4706.0,-4234.0,-4074.0,-3509.0,-2761.0,-2558.0,-2881.0,-2137.0,-1655.0,-1728.0,-1662.0,-1093.0,-964.0,-1427.0
