,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450
1993,-2030.0,-1590.0,-1460.0,-1120.0,-1040.0,-740.0,-630.0,-380.0,-200.0,-30.0,-10.0
1994,-3170.0,-2390.0,-2490.0,-1500.0,-1350.0,-1030.0,-780.0,-510.0,-420.0,-150.0,-10.0
1995,-2160.0,-1480.0,-1260.0,-800.0,-770.0,-670.0,-610.0,-450.0,-420.0,-330.0,-250.0
