,3771,3776,3793,3825,3875,3925,3975,4025,4075,4125,4175,4225,4233,4275,4325,4375,4422,4425,4442,4466,4467
2006,-3392.0,,,-2685.0,-1964.0,-1319.0,-983.0,-520.0,-179.0,112.0,307.0,,356.0,330.0,324.0,306.0,,,251.0,,
2007,-3305.0,,,-2067.0,-1661.0,-1162.0,-767.0,-350.0,-222.0,119.0,295.0,,370.0,353.0,324.0,288.0,,,234.0,,
2008,-3427.0,,,-2508.0,-1894.0,-1395.0,-1056.0,-753.0,-561.0,-222.0,59.0,216.0,,113.0,95.0,82.0,,58.0,,,36.0
2009,-2312.0,,,-1232.0,-599.0,-341.0,-144.0,233.0,445.0,499.0,643.0,733.0,,681.0,621.0,560.0,,,511.0,,
2010,-3358.0,,,-2544.0,-2054.0,-1766.0,-1492.0,-1321.0,-1090.0,-865.0,-675.0,-473.0,,-412.0,-400.0,-390.0,,,-386.0,,
2011,-3291.0,,,-2584.0,-1748.0,-1416.0,-1020.0,-873.0,-748.0,-419.0,-254.0,-42.0,,133.0,148.0,159.0,,,162.0,,
2012,,-2541.0,,-2139.0,-1753.0,-1403.0,-924.0,-651.0,-348.0,-110.0,61.0,165.0,,119.0,100.0,83.0,63.0,,,,
2013,,-2568.0,,-1851.0,-1285.0,-993.0,-666.0,-527.0,-352.0,-146.0,96.0,280.0,,466.0,595.0,708.0,813.0,,,,
2014,,-1575.0,,-1320.0,-879.0,-622.0,-322.0,-164.0,41.0,222.0,327.0,533.0,,665.0,662.0,695.0,702.0,,,,
2015,,,-3350.0,-2678.0,-2003.0,-1501.0,-1236.0,-997.0,-744.0,-454.0,-136.0,164.0,,322.0,369.0,437.0,,505.0,,528.0,
2016,,,-3410.0,-2972.0,-2215.0,-1772.0,-1286.0,-1065.0,-613.0,-255.0,138.0,314.0,,445.0,568.0,683.0,,791.0,,858.0,
2017,,,-2399.0,-2494.0,-2096.0,-1635.0,-1276.0,-963.0,-565.0,-99.0,271.0,351.0,,432.0,532.0,628.0,,716.0,,761.0,
