,313,326,375,425,475,525,575,625,675,725,775,825,875,925,975,1025,1026
1989,-3875.0,,-3550.0,-3275.0,-2950.0,-2550.0,-2150.0,-1725.0,-1300.0,-950.0,-675.0,-450.0,-125.0,300.0,775.0,,1150.0
1990,-3725.0,,-3300.0,-2925.0,-2500.0,-2000.0,-1525.0,-1075.0,-700.0,-450.0,-300.0,-75.0,250.0,550.0,675.0,,625.0
1991,-3350.0,,-2850.0,-2425.0,-2000.0,-1550.0,-1150.0,-750.0,-375.0,-25.0,250.0,425.0,575.0,700.0,825.0,,900.0
1992,-3900.0,,-3400.0,-2975.0,-2525.0,-2050.0,-1525.0,-950.0,-325.0,225.0,650.0,975.0,1200.0,1325.0,1400.0,,1450.0
1993,-3075.0,,-2575.0,-2175.0,-1775.0,-1375.0,-1025.0,-700.0,-375.0,-100.0,125.0,425.0,800.0,1100.0,1200.0,,1250.0
1996,-4900.0,,-4100.0,-3400.0,-2725.0,-2050.0,-1400.0,-850.0,-400.0,-50.0,225.0,475.0,725.0,1025.0,1275.0,,1400.0
1997,-3750.0,,-3525.0,-3275.0,-2925.0,-2525.0,-2125.0,-1675.0,-1200.0,-700.0,-200.0,125.0,225.0,250.0,250.0,,250.0
1998,-4600.0,,-4250.0,-3900.0,-3500.0,-3075.0,-2725.0,-2375.0,-2000.0,-1550.0,-1175.0,-875.0,-675.0,-575.0,-550.0,,-575.0
1999,-5350.0,,-4900.0,-4500.0,-4100.0,-3675.0,-3275.0,-2900.0,-2575.0,-2200.0,-1750.0,-1300.0,-925.0,-625.0,-300.0,,0.0
2000,-3800.0,,-3225.0,-2825.0,-2475.0,-2100.0,-1750.0,-1400.0,-1050.0,-675.0,-375.0,-125.0,100.0,300.0,475.0,,600.0
2001,-4600.0,,-4425.0,-4150.0,-3750.0,-3425.0,-3100.0,-2800.0,-2500.0,-2200.0,-1950.0,-1825.0,-1750.0,-1625.0,-1450.0,,-1350.0
2002,,-4175.0,-3775.0,-3325.0,-2925.0,-2600.0,-2325.0,-2125.0,-1925.0,-1650.0,-1350.0,-1125.0,-950.0,-775.0,-525.0,-300.0,
2003,,-3700.0,-3350.0,-3000.0,-2600.0,-2250.0,-1900.0,-1600.0,-1350.0,-1175.0,-1025.0,-825.0,-500.0,-275.0,-200.0,-275.0,
2004,,-5600.0,-5200.0,-4725.0,-4200.0,-3650.0,-3100.0,-2600.0,-2175.0,-1850.0,-1625.0,-1400.0,-1125.0,-850.0,-675.0,-700.0,
2005,,-5500.0,-4950.0,-4400.0,-3850.0,-3275.0,-2700.0,-2225.0,-1850.0,-1450.0,-1025.0,-650.0,-350.0,-100.0,175.0,425.0,
2006,,-5650.0,-5275.0,-4925.0,-4600.0,-4250.0,-3800.0,-3350.0,-2975.0,-2625.0,-2325.0,-2025.0,-1700.0,-1350.0,-1025.0,-850.0,
2007,,-4325.0,-4000.0,-3675.0,-3300.0,-2825.0,-2350.0,-1825.0,-1325.0,-875.0,-500.0,-225.0,-25.0,175.0,400.0,600.0,
2008,,-3400.0,-3050.0,-2700.0,-2350.0,-2000.0,-1625.0,-1300.0,-975.0,-625.0,-350.0,-200.0,0.0,250.0,375.0,475.0,
2009,,-4975.0,-4600.0,-4200.0,-3775.0,-3300.0,-2800.0,-2350.0,-1950.0,-1575.0,-1250.0,-1025.0,-850.0,-475.0,-250.0,-150.0,
2010,,-3275.0,-3100.0,-2875.0,-2575.0,-2250.0,-1875.0,-1500.0,-1175.0,-875.0,-600.0,-400.0,-325.0,-225.0,-100.0,75.0,
2011,,-3975.0,-3550.0,-3200.0,-2900.0,-2550.0,-2125.0,-1825.0,-1575.0,-1400.0,-1250.0,-1075.0,-850.0,-675.0,-600.0,-650.0,
2012,,-3200.0,-2975.0,-2750.0,-2525.0,-2325.0,-2100.0,-1825.0,-1500.0,-1075.0,-700.0,-425.0,-275.0,-100.0,75.0,150.0,
2013,,-5500.0,-5175.0,-4850.0,-4550.0,-4275.0,-3975.0,-3700.0,-3400.0,-2950.0,-2450.0,-2275.0,-2075.0,-1850.0,-1775.0,-1675.0,
2014,,-3400.0,-3125.0,-2850.0,-2575.0,-2300.0,-2000.0,-1725.0,-1425.0,-1075.0,-675.0,-375.0,-200.0,-100.0,-50.0,-25.0,
2015,,-3650.0,-3425.0,-3100.0,-2775.0,-2350.0,-1925.0,-1575.0,-1325.0,-975.0,-600.0,-350.0,-275.0,-200.0,-125.0,0.0,
2016,,-4600.0,-4275.0,-3950.0,-3625.0,-3300.0,-2975.0,-2625.0,-2275.0,-1900.0,-1525.0,-1225.0,-1075.0,-950.0,-900.0,-875.0,
