,1395,1500,1600,1700,1800,1900,2075
2017,-3200.0,-2100.0,-500.0,300.0,600.0,1300.0,1800.0
2018,-4600.0,-3700.0,-2000.0,-900.0,200.0,500.0,700.0
2019,-4400.0,-4200.0,-2500.0,-1600.0,-900.0,-300.0,300.0
2020,-3800.0,-3600.0,-1900.0,-900.0,0.0,400.0,1100.0
