,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350,4450,4550,4650,4800
1984,-1530.0,-1080.0,-660.0,-300.0,210.0,790.0,1500.0,1290.0,600.0,380.0,300.0,300.0,280.0,,250.0
1985,-2510.0,-1900.0,-1350.0,-1130.0,-720.0,260.0,1280.0,1090.0,570.0,380.0,270.0,360.0,390.0,,180.0
1986,-3150.0,-2290.0,-1560.0,-1220.0,-1050.0,-690.0,80.0,700.0,210.0,-50.0,-40.0,-20.0,0.0,,100.0
1987,-1100.0,-1050.0,-760.0,-410.0,200.0,660.0,1760.0,1350.0,780.0,490.0,350.0,440.0,480.0,440.0,440.0
1988,-1250.0,-920.0,-420.0,-390.0,120.0,600.0,1060.0,1070.0,680.0,350.0,240.0,350.0,400.0,350.0,350.0
1989,-2470.0,-1960.0,-1380.0,-1200.0,-470.0,420.0,1470.0,1540.0,770.0,400.0,220.0,340.0,400.0,300.0,300.0
1990,-1810.0,-1210.0,-730.0,-500.0,-100.0,540.0,1110.0,870.0,290.0,120.0,150.0,140.0,170.0,,240.0
1991,-2170.0,-1590.0,-1020.0,-800.0,-410.0,190.0,1250.0,1000.0,380.0,210.0,150.0,260.0,280.0,,260.0
1992,-1270.0,-1080.0,-670.0,-470.0,-100.0,230.0,1010.0,1160.0,620.0,340.0,190.0,270.0,350.0,,230.0
1993,-1590.0,-1130.0,-630.0,290.0,720.0,580.0,1630.0,1360.0,0.0,-160.0,-200.0,-130.0,-90.0,,0.0
1994,-2630.0,-2080.0,-1620.0,-1470.0,-1010.0,-270.0,750.0,710.0,350.0,140.0,30.0,40.0,80.0,,180.0
1995,-1800.0,-1260.0,-830.0,-730.0,-600.0,80.0,1130.0,1090.0,400.0,300.0,220.0,190.0,180.0,,240.0
1996,-1650.0,-1360.0,-1080.0,-880.0,-580.0,190.0,1070.0,1060.0,390.0,270.0,210.0,240.0,270.0,,270.0
1997,-1580.0,-1080.0,-740.0,-760.0,-300.0,540.0,1340.0,1310.0,720.0,390.0,220.0,170.0,240.0,,270.0
1998,-4850.0,-4160.0,-3430.0,-3120.0,-2690.0,-1680.0,-10.0,520.0,-80.0,-250.0,-350.0,-270.0,-160.0,,100.0
1999,-3630.0,-2930.0,-2290.0,-2040.0,-1480.0,-840.0,520.0,610.0,210.0,50.0,-80.0,-30.0,40.0,,130.0
2000,-4050.0,-3220.0,-2520.0,-2170.0,-1580.0,-1060.0,130.0,280.0,-50.0,-140.0,-260.0,-210.0,-90.0,,170.0
2001,-3540.0,-2900.0,-2280.0,-1950.0,-1430.0,-800.0,580.0,870.0,200.0,40.0,0.0,30.0,70.0,,120.0
2002,-1560.0,-1050.0,-630.0,-510.0,-120.0,590.0,1550.0,1040.0,610.0,380.0,250.0,270.0,360.0,,370.0
2003,-1680.0,-1210.0,-810.0,-730.0,-330.0,260.0,1770.0,1170.0,540.0,290.0,200.0,210.0,230.0,,200.0
2004,-1740.0,-1320.0,-950.0,-730.0,110.0,540.0,1370.0,1280.0,880.0,540.0,290.0,290.0,320.0,,270.0
2005,-1930.0,-1480.0,-1070.0,-730.0,0.0,610.0,1480.0,1140.0,670.0,460.0,280.0,260.0,270.0,,270.0
2006,-3780.0,-3100.0,-2440.0,-2150.0,-1550.0,-660.0,870.0,1250.0,440.0,180.0,60.0,90.0,120.0,,260.0
2007,-3480.0,-2740.0,-2100.0,-1860.0,-1280.0,-580.0,590.0,790.0,330.0,160.0,80.0,110.0,120.0,,140.0
2008,-3290.0,-2770.0,-2190.0,-1940.0,-1230.0,-260.0,1120.0,1210.0,570.0,380.0,260.0,240.0,260.0,,280.0
2009,-2800.0,-2240.0,-1780.0,-1480.0,-990.0,-260.0,750.0,890.0,460.0,360.0,280.0,310.0,280.0,,140.0
2010,-4651.0,-4064.0,-3508.0,-3143.0,-2457.0,-1539.0,221.0,1081.0,605.0,127.0,-136.0,-16.0,118.0,,210.0
2011,-3523.0,-2915.0,-2289.0,-2151.0,-1706.0,-1146.0,404.0,527.0,297.0,172.0,104.0,138.0,143.0,,140.0
2013,-2369.0,-2006.0,-1535.0,-1311.0,-787.0,-245.0,764.0,1020.0,490.0,299.0,153.0,198.0,243.0,,243.0
2014,-4107.0,-3305.0,-2591.0,-2383.0,-1852.0,-1099.0,432.0,793.0,352.0,182.0,156.0,169.0,159.0,,150.0
