,2450,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2484,2550,2650,2750,2768,2850,2950,3041,3042,3045,3048,3050,3056
1919,,,,-1811.0,,,,,,,,,-1323.0,-592.0,-68.0,,187.0,457.0,,,,,,562.0
1920,,,,-2105.0,,,,,,,,,-1441.0,-503.0,307.0,,619.0,769.0,,,,,,1038.0
1921,,,,,,,,-4665.0,,,,,-4029.0,-3097.0,-2345.0,,-1725.0,-1065.0,,,,,,-693.0
1922,,,,,,,-1334.0,,,,,,-918.0,-289.0,271.0,,464.0,549.0,,,,,,747.0
1923,,,,,,,-1590.0,,,,,,-1175.0,-521.0,16.0,,247.0,400.0,,,,,,559.0
1924,,,,,,-1202.0,,,,,,,-716.0,12.0,418.0,,750.0,1223.0,,,,,,1307.0
1925,,,,,,-1264.0,,,,,,,-792.0,-152.0,289.0,,533.0,810.0,,,,,,933.0
1926,,,,,-2944.0,,,,,,,,-2048.0,-710.0,323.0,,780.0,1109.0,,,,,,1368.0
1927,,,,-2148.0,,,,,,,,,-1451.0,-419.0,447.0,,868.0,1185.0,,,,,,1428.0
1928,,,,-2464.0,,,,,,,,,-2040.0,-1447.0,-889.0,,-605.0,-508.0,,,,,,-289.0
1929,,,-3395.0,,,,,,,,,,-2823.0,-2003.0,-1302.0,,-737.0,-200.0,,,,,,34.0
1930,,,-1809.0,,,,,,,,,,-1343.0,-695.0,-379.0,,-7.0,562.0,,,,,,591.0
1931,,-1049.0,,,,,,,,,,,-603.0,71.0,572.0,,890.0,1189.0,,,,,,1306.0
1932,,-2930.0,,,,,,,,,,,-2424.0,-1682.0,-973.0,,-607.0,-443.0,,,,,,-160.0
1933,,,,-1104.0,,,,,,,,,-689.0,-92.0,331.0,,581.0,800.0,,,,,,890.0
1934,,,-2112.0,,,,,,,,,,-1578.0,-873.0,-419.0,,21.0,570.0,,,,,,624.0
1935,,,-1047.0,,,,,,,,,,-598.0,6.0,393.0,,625.0,836.0,,,,,,924.0
1936,,-1630.0,,,,,,,,,,,-1074.0,-304.0,243.0,,567.0,874.0,,,,,,959.0
1937,,-1784.0,,,,,,,,,,,-1233.0,-445.0,192.0,,523.0,736.0,,,,,,911.0
1938,,,-1604.0,,,,,,,,,,-1158.0,-562.0,3.0,,246.0,351.0,,,490.0,,,
1939,,,,-2367.0,,,,,,,,,-1776.0,-960.0,-317.0,,60.0,413.0,,586.0,,,,
1940,,,-997.0,,,,,,,,,,-459.0,188.0,813.0,,1017.0,973.0,,1184.0,,,,
1941,,,,,,-358.0,,,,,,,-1.0,426.0,817.0,,988.0,1088.0,,1149.0,,,,
1942,,,,,-3233.0,,,,,,,,-2622.0,-1835.0,-1122.0,,-639.0,-276.0,,-32.0,,,,
1943,,,,,,,-2484.0,,,,,,-1820.0,-965.0,-241.0,,129.0,381.0,,532.0,,,,
1944,,,,,,-1603.0,,,,,,,-1170.0,-617.0,-154.0,,135.0,386.0,,444.0,,,,
1945,,,,,,,-2263.0,,,,,,-1617.0,-770.0,-58.0,,377.0,741.0,,861.0,,,,
1946,,,,,,-1443.0,,,,,,,-881.0,-246.0,163.0,,447.0,776.0,,825.0,,,,
1947,,,,,,,,-4469.0,,,,,-3842.0,-3113.0,-2557.0,,-2073.0,-1650.0,,-1440.0,,,,
1948,,,,,,,-184.0,,,,,,246.0,747.0,1125.0,,1359.0,1614.0,,1645.0,,,,
1949,,,,,,-3356.0,,,,,,,-2746.0,-2050.0,-1377.0,,-906.0,-642.0,,-330.0,,,,
1950,,,,,,,-3313.0,,,,,,-2660.0,-1906.0,-1327.0,,-855.0,-437.0,,-211.0,,,,
1951,,,,,,-2222.0,,,,,,,-1550.0,-765.0,-196.0,,193.0,598.0,,673.0,,,,
1952,,,,,,,-2744.0,,,,,,-2129.0,-1467.0,-945.0,,-515.0,-163.0,,-28.0,,,,
1953,,,,,,,-2257.0,,,,,,-1535.0,-744.0,-149.0,,209.0,515.0,,670.0,,,,
1954,,,,,,,,-2385.0,,,,,-1575.0,-702.0,-121.0,,267.0,645.0,,752.0,,,,
1955,,,,,,,,,,,-1059.0,,-339.0,328.0,731.0,,1089.0,1501.0,,1538.0,,,,
1956,,,,,,,,,,-1616.0,,,-919.0,-221.0,319.0,,592.0,747.0,,899.0,,,,
1957,,,,,,,,,-1830.0,,,,-1152.0,-457.0,131.0,,479.0,671.0,,849.0,,,,
1958,,,,,,,,-2712.0,,,,,-1927.0,-1133.0,-582.0,,-162.0,191.0,,325.0,,,,
1959,,,,,,,-2894.0,,,,,,-2217.0,-1585.0,-1148.0,,-764.0,-388.0,-174.0,,,,,
1960,-2848.0,,,,,,,,,,,,-809.0,49.0,207.0,,737.0,900.0,,,,,1549.0,
1961,-1410.0,,,,,,,,,,,,-716.0,-114.0,227.0,,543.0,727.0,,,,,833.0,
1962,-1788.0,,,,,,,,,,,,-1258.0,-799.0,-467.0,,-97.0,196.0,,,,,386.0,
1963,-2715.0,,,,,,,,,,,,-2146.0,-1627.0,-1191.0,,-617.0,-195.0,,,,,57.0,
1964,-3540.0,,,,,,,,,,,,-2223.0,-1789.0,-1457.0,,-1034.0,-710.0,,,,,-533.0,
1965,-42.0,,,,,,,,,,,,868.0,1041.0,1236.0,,1485.0,1527.0,,,,,1945.0,
1966,-1355.0,,,,,,,,,,,,520.0,1003.0,1392.0,,1714.0,1430.0,,,,,1929.0,
1967,-1729.0,,,,,,,,,,,,-637.0,-82.0,377.0,,747.0,944.0,,,,,1197.0,
1968,-1767.0,,,,,,,,,,,,-502.0,216.0,739.0,,921.0,1107.0,,,,,1674.0,
1969,-3308.0,,,,,,,,,,,,-1606.0,-667.0,-186.0,,312.0,583.0,,,,,778.0,
1970,-1899.0,,,,,,,,,,,,-899.0,-125.0,223.0,,480.0,531.0,,,,,758.0,
1971,-4180.0,,,,,,,,,,,,-2322.0,-1267.0,-534.0,,-230.0,-168.0,,,,,-46.0,
1972,-2359.0,,,,,,,,,,,,-1146.0,-555.0,-244.0,,43.0,142.0,,,,,419.0,
1973,-3702.0,,,,,,,,,,,,-2194.0,-1640.0,-1361.0,,-648.0,-289.0,,,,,-11.0,
1974,-1280.0,,,,,,,,,,,,74.0,551.0,814.0,,1051.0,981.0,,,,,1287.0,
1975,-2103.0,,,,,,,,,,,,-551.0,119.0,366.0,,661.0,574.0,,,,,983.0,
1976,-3764.0,,,,,,,,,,,,-1832.0,-726.0,-94.0,,324.0,449.0,,,,,622.0,
1977,-2136.0,,,,,,,,,,,,-585.0,-68.0,525.0,,866.0,785.0,,,,,1109.0,
1978,-1387.0,,,,,,,,,,,,7.0,538.0,846.0,,1403.0,1315.0,,,,,1153.0,
