,2550,2650,2750,2850,2950
2010,-1754.0,-1435.0,-955.0,-547.0,-380.0
2011,-4357.0,-3355.0,-2325.0,-1666.0,-1229.0
2012,-2625.0,-2175.0,-1762.0,-1553.0,-1237.0
2013,-1587.0,-1184.0,-244.0,134.0,476.0
2014,-2545.0,-1589.0,-733.0,-37.0,143.0
2015,-4176.0,-3665.0,-2667.0,-2361.0,-1633.0
2016,-1961.0,-1097.0,-280.0,328.0,564.0
2017,-3841.0,-3052.0,-2293.0,-1810.0,-794.0
2018,-3700.0,-3296.0,-2488.0,-2113.0,-1682.0
2019,-2358.0,-2169.0,-1326.0,-1342.0,-1282.0
