,1258,1266,1267,1325,1375,1425,1475,1525,1575,1624,1625,1630
1963,-2950.0,,,-2575.0,-2200.0,-1750.0,-1350.0,-975.0,-575.0,,,-50.0
1964,-1075.0,,,-950.0,-675.0,-375.0,-75.0,275.0,750.0,,,1125.0
1965,-2750.0,,,-2100.0,-1600.0,-1100.0,-525.0,25.0,375.0,,,675.0
1966,-3525.0,,,-2950.0,-2525.0,-2100.0,-1725.0,-1375.0,-1025.0,,,-450.0
1967,-1200.0,,,-350.0,250.0,850.0,1275.0,1575.0,1975.0,,,2675.0
1968,-1225.0,,,-600.0,50.0,500.0,825.0,1125.0,1450.0,,,1725.0
2003,,,-3100.0,-2950.0,-2700.0,-2600.0,-2450.0,-2150.0,-1750.0,,-1400.0,
2004,,,-2100.0,-1850.0,-1550.0,-1300.0,-1000.0,-600.0,-150.0,,200.0,
2005,,,-2050.0,-1300.0,-1000.0,-650.0,-250.0,100.0,450.0,,700.0,
2006,,,-3850.0,-3700.0,-3500.0,-3250.0,-3000.0,-2700.0,-2450.0,,-2150.0,
2007,,,-1050.0,-400.0,25.0,275.0,450.0,700.0,1075.0,,1500.0,
2008,,,-1650.0,-1300.0,-950.0,-600.0,-250.0,50.0,400.0,,650.0,
2009,,,-1700.0,-1200.0,-975.0,-800.0,-525.0,-225.0,50.0,,225.0,
2010,,,-2350.0,-2175.0,-2125.0,-2100.0,-2025.0,-1900.0,-1700.0,,-1575.0,
2011,,-3550.0,,-3150.0,-2900.0,-2700.0,-2400.0,-1950.0,-1550.0,-1350.0,,
2012,,-375.0,,425.0,775.0,975.0,1125.0,1325.0,1825.0,1950.0,,
2013,,-1825.0,,-1575.0,-1375.0,-1200.0,-1050.0,-925.0,-800.0,-700.0,,
