,3725,3745,3770,3771,3775,3776,3793,3821,3825,3875,3925,3975,4025,4075,4125,4175,4208,4209,4212,4225,4233,4234,4251,4259
1989,,-1457.0,,,-1363.0,,,,-918.0,-199.0,41.0,172.0,256.0,417.0,446.0,522.0,,,,590.0,,,,456.0
1990,,,-1849.0,,,,,,-1054.0,-400.0,226.0,249.0,300.0,313.0,584.0,735.0,,,,,,500.0,,
1991,,-2880.0,,,-2574.0,,,,-1949.0,-1185.0,-612.0,-444.0,-546.0,-147.0,86.0,,,47.0,,,,,,
1992,,-2202.0,,,-1492.0,,,,-870.0,-148.0,161.0,196.0,155.0,474.0,618.0,,,616.0,,,,,,
1993,,-2489.0,,,-1801.0,,,,-1200.0,-218.0,89.0,172.0,97.0,310.0,492.0,,,504.0,,,,,,
1994,,-2988.0,,,-2325.0,,,,-1895.0,-991.0,-350.0,-169.0,-167.0,9.0,509.0,,,533.0,,,,,,
1995,,-2157.0,,,-1803.0,,,,-1404.0,-759.0,-134.0,14.0,22.0,97.0,327.0,,,293.0,,,,,,
1996,,-1849.0,,,-1764.0,,,,-1163.0,-318.0,149.0,315.0,300.0,260.0,328.0,,,156.0,,,,,,
1997,-3321.0,-3321.0,,,-2421.0,,,,-2104.0,-1666.0,-1075.0,-647.0,-740.0,-520.0,-80.0,364.0,,,,360.0,,,,
1998,-3543.0,,,,-2990.0,,,,-1994.0,-1566.0,-878.0,-684.0,-686.0,-330.0,248.0,328.0,,,,252.0,252.0,,,
1999,-4032.0,,,,-3383.0,,,,-2212.0,-1460.0,-937.0,-688.0,-472.0,-137.0,165.0,250.0,,,,,213.0,,,
2000,-3134.0,,,,-2630.0,,,,-1250.0,-820.0,-380.0,-220.0,-100.0,-90.0,237.0,288.0,,,,,172.0,,,
2004,,,,,,,,-1170.0,-1750.0,-2170.0,-840.0,-750.0,-580.0,-220.0,135.0,,270.0,,,,,,,
2005,,,,,,,,-990.0,-2100.0,-2730.0,-630.0,-340.0,-180.0,229.0,332.0,,234.0,,,,,,,
2006,,,,-3392.0,,,,,-2685.0,-1800.0,-1131.0,-691.0,-381.0,-71.0,124.0,,335.0,,,,,,,
2007,,,,-3305.0,,,,,-2068.0,-1427.0,-977.0,-462.0,-108.0,100.0,250.0,,349.0,,,,,,,
2008,,,,-3427.0,,,,,-2508.0,-1717.0,-1250.0,-840.0,-610.0,-402.0,-156.0,109.0,,,,,316.0,,,
2009,,,,-2312.0,,,,,-1232.0,-469.0,-149.0,15.0,173.0,368.0,463.0,600.0,,,,,718.0,,,
2010,,,,-3358.0,,,,,-2544.0,-1968.0,-1614.0,-1314.0,-1241.0,-1037.0,-891.0,-716.0,,,,,-526.0,,,
2011,,,,-3291.0,,,,,-2584.0,-1634.0,-1212.0,-874.0,-767.0,-816.0,-489.0,-355.0,,,,,-270.0,,,
2012,,,,,,-2541.0,,,-2139.0,-1688.0,-1299.0,-667.0,-468.0,-243.0,-45.0,93.0,,,237.0,,,,,
2013,,,,,,-2568.0,,,-1851.0,-1190.0,-836.0,-509.0,-378.0,-263.0,-78.0,127.0,,,269.0,,,,,
2014,,,,,,-1575.0,,,-1320.0,-799.0,-428.0,-76.0,125.0,241.0,278.0,275.0,,,308.0,,,,,
2015,,,,,,,-3350.0,,-2678.0,-1951.0,-1385.0,-1056.0,-868.0,-618.0,-223.0,-63.0,,,,191.0,,,306.0,
2016,,,,,,,-3410.0,,-2972.0,-2175.0,-1699.0,-1170.0,-815.0,-444.0,-7.0,222.0,,,,334.0,,,406.0,
