,2450,2475,2525,2550,2575,2625,2650,2675,2725,2750,2775,2825,2850,2875,2925,2950,2975,3025,3050,3075,3125,3150
1989,-3140.0,,,-1960.0,,,-840.0,,,-310.0,,,-60.0,,,240.0,,,220.0,,,
1990,-2660.0,,,-1610.0,,,-790.0,,,-340.0,,,-130.0,,,160.0,,,120.0,,,
1991,-3620.0,,,-2900.0,,,-2160.0,,,-1590.0,,,-1000.0,,,-620.0,,,-360.0,,,-250.0
1992,-3400.0,,,-2300.0,,,-1580.0,,,-1390.0,,,-1090.0,,,-500.0,,,-370.0,,,-750.0
1993,-2700.0,,,-1770.0,,,-1010.0,,,-390.0,,,-60.0,,,490.0,,,440.0,,,160.0
1994,-3090.0,,,-2510.0,,,-1300.0,,,-770.0,,,-440.0,,,-130.0,,,-10.0,,,-60.0
1995,-1910.0,,,-1220.0,,,-550.0,,,-110.0,,,60.0,,,390.0,,,420.0,,,50.0
1996,-2950.0,,,-1880.0,,,-1090.0,,,-730.0,,,-210.0,,,200.0,,,310.0,,,-10.0
1997,-2560.0,,,-1520.0,,,-640.0,,,-90.0,,,80.0,,,320.0,,,300.0,,,120.0
2000,-2250.0,,,-1410.0,,,-610.0,,,-30.0,,,230.0,,,510.0,,,390.0,,,120.0
2001,-1790.0,,,-1210.0,,,-640.0,,,-130.0,,,220.0,,,530.0,,,430.0,,,340.0
2002,-2720.0,,,-2180.0,,,-1480.0,,,-760.0,,,-400.0,,,230.0,,,320.0,,,120.0
2003,-5660.0,,,-4070.0,,,-3220.0,,,-2580.0,,,-1920.0,,,-1200.0,,,-860.0,,,-570.0
2004,-2010.0,,,-1360.0,,,-580.0,,,-220.0,,,-40.0,,,160.0,,,210.0,,,120.0
2005,-3740.0,,,-2510.0,,,-1580.0,,,-920.0,,,-520.0,,,-110.0,,,-10.0,,,0.0
2006,-4020.0,,,-3090.0,,,-2050.0,,,-1430.0,,,-840.0,,,-230.0,,,-260.0,,,-250.0
2007,-4160.0,,,-2980.0,,,-2210.0,,,-1340.0,,,-1090.0,,,-620.0,,,-570.0,,,-750.0
2008,-3186.0,,,-2385.0,,,-1288.0,,,-1028.0,,,-734.0,,,-236.0,,,-264.0,,,-250.0
2009,-3388.0,,,-2457.0,,,-1737.0,,,-918.0,,,-413.0,,,-235.0,,,-165.0,,,110.0
2011,-3518.0,,,-3190.0,,,-2125.0,,,-1398.0,,,-1055.0,,,-667.0,,,-529.0,,,-279.0
2012,-3390.0,,,-2363.0,,,-1795.0,,,-1114.0,,,-886.0,,,-497.0,,,-485.0,,,-250.0
2013,-2523.0,,,-1911.0,,,-853.0,,,-516.0,,,-250.0,,,-7.0,,,-99.0,,,116.0
2014,-2679.0,,,-2158.0,,,-1156.0,,,-624.0,,,-270.0,,,93.0,,,339.0,,,619.0
2015,-4589.0,,,-3287.0,,,-2349.0,,,-1949.0,,,-1763.0,,,-1554.0,,,-1494.0,,,-1750.0
2016,-2968.0,,,-2398.0,,,-1262.0,,,-745.0,,,-429.0,,,-249.0,,,-105.0,,,-220.0
2017,-3314.0,,,-2671.0,,,-2071.0,,,-2009.0,,,-1645.0,,,-1360.0,,,-1182.0,,,-1250.0
2018,,-2331.0,-3343.0,,-3646.0,-2829.0,,-2649.0,-2696.0,,-2635.0,-2230.0,,-1879.0,-1662.0,,-1520.0,-1364.0,,-1480.0,-1253.0,
2019,,-2647.0,-2890.0,,-2745.0,-2388.0,,-1849.0,-1524.0,,-1381.0,-1010.0,,-834.0,-515.0,,-361.0,-378.0,,-206.0,-81.0,
2020,,-3751.0,-3724.0,,-3346.0,-2538.0,,-2092.0,-1822.0,,-1563.0,-1376.0,,-1283.0,-1152.0,,-966.0,-919.0,,-1027.0,-801.0,
