,2550,2650,2750,2850,2950,3050,3150
1993,,-2300.0,-1450.0,150.0,900.0,1280.0,
1994,,-1350.0,-400.0,400.0,1250.0,1540.0,
1995,,-1200.0,-600.0,1000.0,1500.0,1500.0,
1996,,-1500.0,-550.0,200.0,900.0,1050.0,
1997,,-2000.0,-1100.0,-100.0,600.0,750.0,
1998,,-2200.0,-1400.0,-1050.0,-650.0,-550.0,
1999,,-1800.0,-720.0,-180.0,-100.0,0.0,
2000,,-2600.0,-1800.0,-700.0,-100.0,500.0,
2001,,-1100.0,-160.0,580.0,1120.0,1540.0,
2002,,-2000.0,-1400.0,-200.0,300.0,500.0,
2003,,-3700.0,-3000.0,-2100.0,-1400.0,-1000.0,
2004,,-1440.0,-960.0,-700.0,-90.0,200.0,
2005,,-2300.0,-1900.0,-1400.0,-800.0,-100.0,
2006,,-3900.0,-3200.0,-2600.0,-2100.0,-1500.0,
2007,,-2080.0,-1440.0,-960.0,-560.0,-140.0,
2010,,-1500.0,-1200.0,-800.0,100.0,-100.0,
2012,,-2700.0,-2500.0,-1760.0,-1520.0,-1040.0,
2013,-618.0,-405.0,-316.0,-185.0,464.0,462.0,317.0
2014,,-1100.0,-750.0,-400.0,150.0,350.0,
2015,-2114.0,-1510.0,-1534.0,-2326.0,-744.0,-711.0,-1295.0
2016,-1202.0,-1242.0,-1284.0,-1363.0,-707.0,-430.0,-1015.0
