,2575,2625,2675,2725,2775,2825,2875,2925,2975,3025,3075
2001,-2059.0,-2013.0,-1924.0,-1789.0,-1372.0,-438.0,469.0,78.0,396.0,892.0,842.0
2002,-3192.0,-3018.0,-2671.0,-1944.0,-1575.0,-1028.0,-317.0,-303.0,-332.0,-282.0,-101.0
2003,,,,-3223.0,-2765.0,-1780.0,-727.0,-972.0,-1264.0,-1293.0,-1186.0
2004,,,,-1473.0,-1236.0,68.0,593.0,248.0,312.0,832.0,998.0
2005,,,,-2264.0,-1833.0,-434.0,498.0,256.0,351.0,950.0,1232.0
2006,,,,-2008.0,-1648.0,-1017.0,-103.0,-307.0,-482.0,-416.0,1.0
2007,,,,-2702.0,-2388.0,-1567.0,-191.0,-488.0,-529.0,-34.0,485.0
2008,,,,-1426.0,-1464.0,-590.0,176.0,-371.0,-354.0,104.0,351.0
2009,,,,-1426.0,-1464.0,-590.0,176.0,-371.0,-354.0,104.0,351.0
2010,,,,-1975.0,-1272.0,-133.0,206.0,-63.0,59.0,98.0,116.0
2011,,,,-3334.0,-2950.0,-1722.0,-835.0,-1160.0,-1069.0,-710.0,-807.0
2012,,,,-3444.0,-2706.0,-1523.0,-292.0,-867.0,-724.0,-139.0,
2013,,,,-2323.0,-1598.0,-125.0,466.0,134.0,26.0,15.0,
2014,,,,-2503.0,-792.0,489.0,992.0,885.0,1214.0,1285.0,
2015,,,,-4277.0,-2992.0,-1340.0,-616.0,-1044.0,-862.0,-681.0,
2016,,,,-1989.0,-1423.0,-565.0,166.0,-244.0,-41.0,116.0,
2017,,,,-3876.0,-3123.0,-1766.0,-1197.0,-1593.0,-1332.0,-1015.0,
2018,,,,-3295.0,-2565.0,-1350.0,-743.0,-1161.0,-1138.0,-1019.0,
2019,,,,-2659.0,-1971.0,-730.0,16.0,-597.0,-634.0,-508.0,
