,55,82,87,150,155,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1522,1537,1538
1970,,-10120.0,,-9320.0,,-8420.0,-7520.0,-6620.0,-5720.0,-4920.0,-4120.0,-3320.0,-2540.0,-1620.0,-1470.0,-920.0,-170.0,80.0,,-20.0,
1971,,-8920.0,,-8570.0,,-7920.0,-7420.0,-6670.0,-5670.0,-4670.0,-3670.0,-2670.0,-1720.0,-730.0,380.0,1580.0,2680.0,2880.0,,2580.0,
1972,,-11120.0,,-10320.0,,-9320.0,-8120.0,-7020.0,-5920.0,-4820.0,-3820.0,-2820.0,-1920.0,-1120.0,-520.0,-20.0,480.0,680.0,,330.0,
1973,,-11320.0,,-10520.0,,-9420.0,-8470.0,-7220.0,-5820.0,-4320.0,-3020.0,-1520.0,80.0,1080.0,1680.0,2380.0,4030.0,3830.0,,2680.0,
1974,,-10670.0,,-10220.0,,-9520.0,-8820.0,-7670.0,-6470.0,-5070.0,-3670.0,-2520.0,-1320.0,80.0,580.0,1080.0,1730.0,1730.0,,1630.0,
1975,,-8420.0,,-7720.0,,-6870.0,-6020.0,-5220.0,-4420.0,-3620.0,-2820.0,-2020.0,-1120.0,180.0,680.0,1580.0,2580.0,2780.0,,2330.0,
1976,,-7620.0,,-6920.0,,-6070.0,-5220.0,-4470.0,-3720.0,-2970.0,-2270.0,-1570.0,-670.0,730.0,1380.0,2230.0,3930.0,3530.0,,2580.0,
1977,,-10920.0,,-10020.0,,-8820.0,-7670.0,-6470.0,-5320.0,-4170.0,-3020.0,-1870.0,-970.0,-220.0,330.0,930.0,1480.0,1480.0,,1180.0,
1978,,-10720.0,,-10120.0,,-9220.0,-8320.0,-7420.0,-6520.0,-5620.0,-4720.0,-3820.0,-3020.0,-2320.0,-1820.0,-420.0,230.0,580.0,,430.0,
1979,,-12120.0,,-11320.0,,-10120.0,-8920.0,-7720.0,-6620.0,-5520.0,-4420.0,-3320.0,-2220.0,-1120.0,80.0,480.0,1180.0,1280.0,,1180.0,
1980,,-15220.0,,-13820.0,,-12020.0,-10220.0,-8720.0,-7320.0,-6020.0,-4720.0,-3370.0,-2200.0,-1610.0,-960.0,-430.0,390.0,890.0,,1080.0,
1981,,-10420.0,,-9570.0,,-8520.0,-7520.0,-6520.0,-5470.0,-4420.0,-3370.0,-2320.0,-1480.0,-520.0,30.0,680.0,1230.0,1030.0,,-470.0,
1982,,-10720.0,,-9920.0,,-8920.0,-7920.0,-6720.0,-5570.0,-4520.0,-3470.0,-2420.0,-1220.0,-120.0,530.0,930.0,1680.0,1730.0,,1630.0,
1983,,-8920.0,,-8120.0,,-7120.0,-6220.0,-5370.0,-4520.0,-3670.0,-2820.0,-1970.0,-1220.0,-520.0,180.0,1080.0,1880.0,1900.0,,1880.0,
1984,,-12020.0,,-11220.0,,-10020.0,-8720.0,-7420.0,-6020.0,-4620.0,-3220.0,-1920.0,-620.0,380.0,1080.0,1530.0,1880.0,1730.0,,1580.0,
1985,-12620.0,,,-11820.0,,-10820.0,-9820.0,-8620.0,-7420.0,-6320.0,-5220.0,-4120.0,-3020.0,-1920.0,-1270.0,-1070.0,-670.0,-570.0,,,-570.0
1986,-9420.0,,,-8920.0,,-8420.0,-7820.0,-7120.0,-6170.0,-5220.0,-4170.0,-3120.0,-2070.0,-1020.0,-220.0,230.0,1330.0,1380.0,,,780.0
1987,-12420.0,,,-8520.0,,-7520.0,-6520.0,-5520.0,-4520.0,-3520.0,-2520.0,-1620.0,-820.0,-70.0,580.0,980.0,1530.0,1130.0,,,780.0
1988,-14220.0,,,-13220.0,,-11970.0,-10670.0,-9370.0,-8070.0,-6770.0,-5470.0,-4170.0,-3170.0,-2320.0,-1670.0,-1020.0,-520.0,-370.0,,,-1220.0
1989,-12120.0,,,-10920.0,,-9570.0,-8220.0,-6870.0,-5520.0,-4170.0,-2820.0,-1470.0,-220.0,880.0,1980.0,3230.0,3980.0,4180.0,,,3480.0
1990,-12820.0,,,-12020.0,,-11220.0,-10420.0,-9620.0,-8920.0,-8220.0,-7320.0,-6020.0,-2120.0,-420.0,680.0,1450.0,1910.0,2110.0,,,2160.0
1991,-11370.0,,,-10320.0,,-9170.0,-8020.0,-6870.0,-5720.0,-4620.0,-3520.0,-2520.0,-1520.0,-420.0,580.0,1080.0,1430.0,1530.0,,,1430.0
1992,-12020.0,,,-10920.0,,-9620.0,-8320.0,-7070.0,-5820.0,-4570.0,-3320.0,-2070.0,-820.0,330.0,1180.0,2130.0,3180.0,3280.0,,,3180.0
