1993,-9720.0,,,-8770.0,,-7720.0,-6670.0,-5620.0,-4620.0,-3620.0,-2720.0,-1820.0,-920.0,-20.0,780.0,1380.0,1830.0,1980.0,,,1630.0
1994,-9570.0,,,-8670.0,,-7720.0,-6720.0,-5720.0,-4720.0,-3720.0,-2770.0,-1870.0,-1020.0,-470.0,30.0,580.0,830.0,680.0,,,430.0
1995,-8120.0,,,-7420.0,,-6720.0,-6120.0,-5320.0,-4520.0,-3520.0,-2570.0,-1620.0,-670.0,280.0,1230.0,1930.0,2530.0,2830.0,,,2580.0
1996,-12020.0,,,-10820.0,,-9570.0,-8320.0,-7070.0,-5820.0,-4570.0,-3370.0,-2170.0,-970.0,-120.0,480.0,980.0,1330.0,1530.0,,,1280.0
1997,-12320.0,,,-11120.0,,-9920.0,-8720.0,-7520.0,-6320.0,-5120.0,-3920.0,-2720.0,-1520.0,-320.0,480.0,1180.0,2140.0,2380.0,,,2180.0
1998,-11320.0,,,-10370.0,,-9420.0,-8420.0,-7370.0,-6320.0,-5320.0,-4320.0,-3320.0,-2420.0,-1270.0,-220.0,430.0,880.0,1230.0,,,1130.0
1999,-9720.0,,,-8870.0,,-8020.0,-7170.0,-6270.0,-5370.0,-4520.0,-3720.0,-2920.0,-2120.0,-1320.0,-720.0,-320.0,730.0,1230.0,,,1080.0
2000,-12920.0,,,-11620.0,,-10320.0,-9020.0,-7620.0,-6220.0,-4920.0,-3620.0,-2320.0,-1020.0,-120.0,780.0,1430.0,1880.0,2180.0,,,1580.0
2001,-11620.0,,,-10670.0,,-9670.0,-8770.0,-7770.0,-6770.0,-5820.0,-4920.0,-4070.0,-3220.0,-2020.0,-1420.0,-970.0,-670.0,-170.0,,,-520.0
2002,-16260.0,,,-14910.0,,-13460.0,-12110.0,-10610.0,-9210.0,-7860.0,-6510.0,-5060.0,-3560.0,-2060.0,-810.0,-10.0,740.0,740.0,,,240.0
2003,-12210.0,,,-11310.0,,-10310.0,-9310.0,-8310.0,-7310.0,-6310.0,-5310.0,-4360.0,-3410.0,-1910.0,-810.0,-260.0,140.0,490.0,,,90.0
2004,-11810.0,,,-10710.0,,-9610.0,-8510.0,-7360.0,-6210.0,-5110.0,-4010.0,-2960.0,-1910.0,-710.0,190.0,890.0,1690.0,2090.0,,,1790.0
2005,,,-11610.0,-10710.0,,-9610.0,-8510.0,-7410.0,-6310.0,-5210.0,-4210.0,-3010.0,-2010.0,-510.0,490.0,1190.0,1990.0,2490.0,,2270.0,
2006,,,-14610.0,-13710.0,,-12410.0,-11110.0,-9910.0,-8710.0,-7610.0,-6410.0,-5310.0,-4210.0,-3110.0,-1960.0,-910.0,-260.0,90.0,,-210.0,
2007,,,-11710.0,-10710.0,,-9410.0,-8210.0,-6910.0,-5610.0,-4310.0,-3110.0,-2010.0,-910.0,-160.0,490.0,1290.0,2090.0,2190.0,,1990.0,
2008,,,-11510.0,-10760.0,,-9710.0,-8510.0,-7410.0,-6310.0,-5210.0,-4210.0,-3260.0,-2310.0,-710.0,-10.0,690.0,890.0,1290.0,,990.0,
2009,,,-13470.0,-12600.0,,-11200.0,-9900.0,-8500.0,-7200.0,-5900.0,-4600.0,-3300.0,-2000.0,-1000.0,-100.0,600.0,1500.0,1500.0,,1200.0,
2010,,,-10550.0,-9800.0,,-8700.0,-7700.0,-6800.0,-5900.0,-5000.0,-4150.0,-3300.0,-2400.0,-1500.0,-700.0,-100.0,300.0,400.0,,300.0,
2011,,,-13000.0,-12200.0,,-11050.0,-9900.0,-8700.0,-7300.0,-6550.0,-5500.0,-4450.0,-3400.0,-2400.0,-1400.0,-200.0,900.0,1400.0,,1100.0,
2012,,,-9800.0,-9100.0,,-8000.0,-6900.0,-5900.0,-4900.0,-3900.0,-2900.0,-2000.0,-1000.0,100.0,1000.0,1850.0,2450.0,2500.0,,2000.0,
2013,,,-12050.0,-11450.0,,-10450.0,-9450.0,-8400.0,-7500.0,-6600.0,-5700.0,-4800.0,-3900.0,-2900.0,-2050.0,-1200.0,-400.0,-100.0,,-500.0,
2014,,,,,-12100.0,-11050.0,-10000.0,-9000.0,-7950.0,-6900.0,-5850.0,-4750.0,-3550.0,-2400.0,-1150.0,0.0,900.0,1000.0,750.0,,
2015,,,,,-8600.0,-7750.0,-6850.0,-5850.0,-4850.0,-3900.0,-2950.0,-2000.0,-1100.0,-300.0,400.0,1200.0,2000.0,2100.0,1900.0,,
2016,,,,,-10200.0,-9200.0,-8300.0,-7350.0,-6400.0,-5450.0,-4500.0,-3550.0,-2600.0,-1100.0,-500.0,600.0,1200.0,1100.0,800.0,,
