,1550,1565,1650,1750,1850,1950,2050,2075,2150,2250
1966,-2200.0,,-2410.0,-650.0,340.0,1150.0,1300.0,,1150.0,
1967,-2790.0,,-1970.0,-1340.0,-230.0,600.0,1400.0,,2220.0,
1968,-2520.0,,-1150.0,460.0,940.0,720.0,650.0,,1290.0,
1969,-2830.0,,-1640.0,-720.0,700.0,770.0,860.0,,1480.0,
1970,-3530.0,,-3000.0,-2340.0,-1460.0,-320.0,-290.0,,0.0,
1971,,-1870.0,-990.0,-720.0,930.0,1090.0,,1490.0,,
1972,,-2850.0,-1660.0,-730.0,330.0,810.0,,1310.0,,
1973,,-2070.0,-1350.0,20.0,490.0,1230.0,,2230.0,,
1974,,0.0,280.0,980.0,1520.0,2690.0,,3930.0,,
1981,,,-1860.0,-1240.0,-180.0,890.0,1360.0,,1480.0,
1982,,,130.0,-260.0,640.0,1510.0,1420.0,,1480.0,
1983,,,-320.0,400.0,970.0,1730.0,1820.0,,2570.0,
1984,,,-680.0,-260.0,710.0,1390.0,1640.0,,2000.0,
1985,,,-2980.0,-2060.0,-1220.0,-340.0,1000.0,,1000.0,
1986,,,-2710.0,-1524.0,-319.0,267.0,203.0,,,1000.0
1987,,,-2000.0,-1671.0,-299.0,961.0,1323.0,,,2478.0
1988,,,-3034.0,-1111.0,231.0,1152.0,1430.0,,,1557.0
1989,,,-2750.0,-2300.0,-1400.0,-300.0,580.0,,,550.0
