,335,375,425,475,525,575,625,675,725,775,825,875,925,975,1025,1075,1150
1996,-10000.0,-8900.0,-6800.0,-4600.0,-2500.0,-500.0,600.0,1200.0,1500.0,1750.0,2000.0,2250.0,2600.0,3240.0,3500.0,4000.0,4000.0
1997,-8500.0,-7500.0,-5000.0,-2500.0,0.0,1050.0,1480.0,2440.0,2950.0,2850.0,3560.0,3390.0,3180.0,4250.0,4310.0,4360.0,4420.0
2000,-5450.0,-5100.0,-4750.0,-3350.0,-2950.0,-2500.0,-1800.0,-1600.0,-1200.0,-750.0,250.0,440.0,520.0,850.0,1000.0,1150.0,900.0
