,963,984,1025,1075,1125,1175,1225,1275,1325,1375,1425,1475,1525,1575,1625,1675,1725,1775,1823,1826
1964,-2100.0,,-1375.0,-925.0,-575.0,-225.0,125.0,475.0,750.0,900.0,900.0,925.0,1025.0,1075.0,1125.0,1200.0,1325.0,1475.0,1650.0,
1965,-2150.0,,-1625.0,-1200.0,-850.0,-575.0,-350.0,-125.0,125.0,325.0,525.0,825.0,1050.0,1325.0,1525.0,1475.0,1300.0,1250.0,1300.0,
1966,-3750.0,,-3475.0,-3200.0,-2850.0,-2425.0,-1925.0,-1350.0,-900.0,-600.0,-400.0,-175.0,50.0,250.0,425.0,575.0,750.0,925.0,1100.0,
1967,-3025.0,,-2475.0,-2050.0,-1725.0,-1450.0,-1150.0,-825.0,-450.0,-225.0,-50.0,175.0,400.0,575.0,650.0,750.0,875.0,1025.0,1150.0,
1968,-875.0,,-500.0,-325.0,-250.0,-200.0,-125.0,75.0,325.0,500.0,675.0,825.0,1000.0,1150.0,1275.0,1200.0,1050.0,900.0,775.0,
1991,,-3125.0,-2825.0,-2450.0,-2075.0,-1675.0,-1275.0,-875.0,-500.0,-125.0,250.0,600.0,950.0,1275.0,1575.0,1750.0,1750.0,1675.0,,1575.0
1992,,-2600.0,-2225.0,-1750.0,-1225.0,-625.0,-50.0,425.0,825.0,1150.0,1400.0,1675.0,2125.0,2550.0,2725.0,2950.0,3175.0,3250.0,,3175.0
1993,,-2150.0,-1825.0,-1425.0,-1025.0,-600.0,-175.0,200.0,550.0,850.0,1050.0,1300.0,1600.0,1925.0,2100.0,2175.0,2300.0,2400.0,,2425.0
1994,,-3525.0,-3100.0,-2575.0,-2050.0,-1525.0,-1050.0,-650.0,-300.0,-50.0,150.0,350.0,575.0,750.0,825.0,750.0,675.0,675.0,,700.0
1995,,-2250.0,-2000.0,-1675.0,-1350.0,-1000.0,-600.0,-175.0,225.0,550.0,800.0,1075.0,1375.0,1600.0,1725.0,1725.0,1825.0,1925.0,,1975.0
