,2580,2650,2750,2850,2950,3010
1966,-1770.0,-730.0,-80.0,580.0,1230.0,1000.0
1967,-3260.0,-2050.0,-820.0,-470.0,-460.0,-750.0
1968,-710.0,-110.0,420.0,560.0,610.0,610.0
1969,-1960.0,-1110.0,-80.0,270.0,500.0,500.0
1970,-2850.0,-2090.0,-1000.0,-750.0,-500.0,-500.0
1971,-2110.0,-1630.0,-870.0,-460.0,100.0,100.0
1972,-1460.0,-930.0,-100.0,470.0,1200.0,1200.0
1973,-1180.0,-720.0,-20.0,520.0,1010.0,1010.0
1974,-1070.0,-630.0,100.0,560.0,1170.0,1170.0
