,2172,2250,2283,2288,2292,2294,2295,2296,2297,2298,2299,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2378,2380,2381,2383,2384,2395,2397,2398,2450,2451,2452,2457,2462,2470,2550,2650,2750,2850,2950,3050,3139,3150,3202,3203,3211,3212,3229,3230,3232,3235,3250
1915,-18237.0,-9394.0,,,,,,,,,,-788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,265.0,437.0,982.0,1396.0,1217.0,1324.0,,1148.0,,,,,,,,0.0,
1916,-19598.0,-10470.0,,,,,,,,,,-1479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-284.0,,,,,,30.0,514.0,1306.0,1612.0,1445.0,1877.0,,1641.0,,,,,,,,0.0,
1917,-21218.0,-12253.0,,,,,,,,,,-3511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2067.0,,,,,,-1485.0,-986.0,-55.0,845.0,807.0,1096.0,,989.0,,,,,,,,0.0,
1918,-19609.0,-10374.0,,,,,,,,,,-1594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-512.0,,,,,,-220.0,106.0,791.0,1304.0,1159.0,1345.0,,1103.0,,,,,,,,0.0,
1919,-19544.0,-10268.0,,,,,,,,,,-1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-325.0,,,,,,-102.0,214.0,859.0,1246.0,1072.0,1264.0,,1009.0,,,,,,,,0.0,
1920,-22332.0,-13423.0,,,,,,,,,,-3962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2301.0,,,,,,-1687.0,-758.0,285.0,727.0,653.0,1177.0,,943.0,,,,,,,,0.0,
1921,-21474.0,-13040.0,,,,,,,,,,-4145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3086.0,,,,,,-2645.0,-2154.0,-1381.0,-977.0,-958.0,-393.0,,-333.0,,,,,,,,0.0,
1922,-21254.0,-12401.0,,,,,,,,,,-2883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1445.0,,,,,,-1122.0,-445.0,415.0,767.0,691.0,1178.0,,997.0,,,,,,,,0.0,
1923,-19188.0,-10990.0,,,,,,,,,,-1570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-556.0,,,,,,-402.0,-34.0,604.0,995.0,887.0,1076.0,,786.0,,,,,,,,0.0,
1924,-21076.0,-13144.0,,,,,,,,,,-2611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1006.0,,,,,,-602.0,136.0,989.0,1309.0,1218.0,1650.0,,1283.0,,,,,,,,0.0,
1925,-20838.0,-13059.0,,,,,,,,,,-2928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1620.0,,,,,,-1183.0,-544.0,215.0,764.0,770.0,1082.0,,858.0,,,,,,,,0.0,
1926,-21010.0,-13294.0,,,,,,,,,,-2496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1024.0,,,,,,-673.0,-163.0,664.0,1406.0,1312.0,1430.0,,1032.0,,,,,,,,0.0,
1927,-21447.0,-14486.0,,,,,,,,,,-2875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1525.0,,,,,,-1180.0,-306.0,566.0,855.0,845.0,1376.0,,992.0,,,,,,,,0.0,
