1981,,,,,,-4016.0,-4044.0,,,,,,,,,,,-3269.0,,-2645.0,-2190.0,-969.0,87.0,769.0,1094.0,641.0,448.0,198.0,-712.0,-1439.0,,,,,,,
1982,,,,,,-6260.0,-6584.0,,,,,,,,,,,-5290.0,,-4446.0,-3800.0,-2588.0,-1298.0,-239.0,265.0,219.0,168.0,-31.0,-966.0,-1652.0,,,,,,,
1983,,,,,,-4816.0,-4912.0,,,,,,,,,,,-3620.0,,-3004.0,-2729.0,-1908.0,-1036.0,-194.0,222.0,280.0,258.0,1.0,-987.0,-1696.0,,,,,,,
1984,,,,,,-5382.0,-5609.0,,,,,,,,,,,-4719.0,,-4262.0,-4047.0,-2723.0,-1268.0,-126.0,406.0,113.0,16.0,-115.0,-840.0,-1302.0,,,,,,,
1985,-4151.0,,,,,,-4467.0,,,,,,,,,,,-3302.0,,-2606.0,-2124.0,-1167.0,-243.0,185.0,484.0,476.0,412.0,164.0,-691.0,-1307.0,,,,,,,
1986,-5819.0,,,,,,-6511.0,,,,,,,,,,,-5205.0,,-4548.0,-4263.0,-3068.0,-1978.0,-654.0,42.0,309.0,763.0,960.0,956.0,,,1094.0,,,,1313.0,
1987,-3239.0,,,,,,-5060.0,,,,,,,,,,,-4364.0,,-3658.0,-3068.0,-1930.0,-862.0,-36.0,448.0,592.0,930.0,1093.0,1035.0,,,1068.0,,,,1227.0,
1988,-3455.0,,,,,,-5248.0,,,,,,,,,,,-4170.0,,-3181.0,-2285.0,-1538.0,-1153.0,-373.0,172.0,614.0,1031.0,1141.0,1011.0,,,992.0,,,,1143.0,
1989,-3897.0,,,,,,-5890.0,,,,,,,,,,,-4666.0,,-4006.0,-3613.0,-2558.0,-1549.0,-526.0,3.0,422.0,935.0,1103.0,1060.0,,,1107.0,,,,1272.0,
1990,-3027.0,,,,,,-4526.0,,,,,,,,,,,-3457.0,,-2950.0,-2808.0,-1972.0,-1144.0,-171.0,269.0,511.0,874.0,1008.0,970.0,,,1016.0,,,,1177.0,
1991,-4557.0,,,,,,-7222.0,,,,,,,,,,,-6276.0,,-5391.0,-4508.0,-3210.0,-2060.0,-1442.0,-945.0,-317.0,425.0,715.0,748.0,,,831.0,,,,1021.0,
1992,-3390.0,,,,,,-5094.0,,,,,,,,,,,-4392.0,,-3740.0,-3159.0,-2023.0,-961.0,-456.0,68.0,391.0,735.0,929.0,829.0,,,810.0,,,,947.0,
1993,,-3889.0,,,,,-5673.0,,,,,,,,,,,-4656.0,,-3834.0,-3135.0,-2045.0,-1089.0,-293.0,193.0,597.0,1000.0,1189.0,1109.0,,,1117.0,,,,1269.0,
1994,,-3418.0,,,,,-4852.0,,,,,,,,,,,-4056.0,,-3326.0,-2714.0,-1820.0,-1057.0,-351.0,142.0,560.0,1002.0,1224.0,1146.0,,,1171.0,,,,1370.0,
1995,,-4808.0,,,,,-6916.0,,,,,,,,,,,-5220.0,,-4361.0,-3693.0,-2368.0,-1201.0,-144.0,228.0,836.0,1585.0,1827.0,1712.0,,,1735.0,,,,1967.0,
1996,,-2035.0,,,,,-2971.0,,,,,,,,,,,-2660.0,,-2097.0,-1532.0,-873.0,-341.0,74.0,500.0,714.0,847.0,953.0,917.0,,,957.0,,,,1073.0,
1997,,,,,,,,-3513.0,,,,,,,,,,-2871.0,,-2151.0,-1503.0,-827.0,-271.0,154.0,480.0,749.0,1053.0,1196.0,1123.0,,,1173.0,,,1331.0,,
1998,,,,,,,,,,,,,,,-6442.0,,,-6178.0,,-5492.0,-4710.0,-3726.0,-2944.0,-2072.0,-1393.0,-726.0,-15.0,216.0,201.0,,,234.0,,369.0,,,
1999,,,,,,,,,,,,,,-3572.0,,,,-2665.0,,-1646.0,-605.0,-365.0,-417.0,-102.0,309.0,918.0,1402.0,1505.0,1351.0,,,1361.0,,1540.0,,,
2000,,,,,,,,,,,,,-4812.0,,,,,-3806.0,,-3567.0,-3517.0,-2457.0,-1465.0,-623.0,-129.0,343.0,730.0,856.0,777.0,,,784.0,,914.0,,,
2001,,,,,,,,,,,,-5364.0,,,,,,-4604.0,,-3465.0,-2288.0,-1424.0,-931.0,-209.0,399.0,959.0,1526.0,1672.0,1508.0,,,1518.0,,1708.0,,,
2002,,,,,,,,,,-4467.0,,,,,,,,-4272.0,,-3757.0,-3043.0,-1960.0,-1047.0,15.0,518.0,656.0,926.0,1101.0,1049.0,,,1082.0,1236.0,,,,
2003,,,,,,,,,-7666.0,,,,,,,,,-7345.0,,-6419.0,-5242.0,-4082.0,-3280.0,-2938.0,-2229.0,-1220.0,-236.0,31.0,7.0,,,-15.0,110.0,,,,
2004,,,,,,,,,-5694.0,,,,,,,,,-5366.0,,-4479.0,-3067.0,-1824.0,-1389.0,-620.0,-129.0,253.0,743.0,863.0,894.0,,,1006.0,1122.0,,,,
2005,,,,,,,,,,,-5750.0,,,,,,,-5319.0,,-4294.0,-3171.0,-2102.0,-1235.0,-417.0,106.0,396.0,692.0,765.0,749.0,,,822.0,,895.0,,,
2006,,,,,,,,,,,,,,,,-5512.0,,-5616.0,,-4805.0,-3615.0,-2545.0,-1727.0,-985.0,-399.0,-29.0,333.0,454.0,480.0,,,537.0,,575.0,,,
2007,,,,,,,,,,,,,,,,,-6107.0,-5701.0,,-4631.0,-3322.0,-2185.0,-1387.0,-349.0,352.0,718.0,1100.0,1242.0,1269.0,,,1388.0,,,1484.0,,
2008,,,,,,,,,,,,,,,,,,,-6134.0,-4708.0,-3422.0,-2448.0,-1954.0,-1112.0,-391.0,70.0,509.0,682.0,761.0,,,892.0,,,,987.0,
2009,,,,,,,,,,,,,,,,,,,-4665.0,-3822.0,-2941.0,-2359.0,-2034.0,-1445.0,-926.0,-131.0,689.0,814.0,831.0,,,911.0,,,,964.0,
2010,,,,,,,,,,,,,,,,,,,-4992.0,-4025.0,-2504.0,-1765.0,-1541.0,-819.0,-341.0,17.0,503.0,587.0,571.0,,,609.0,,,,637.0,
2011,,,,,,,,,,,,,,,,,,,-6378.0,-5215.0,-3694.0,-2807.0,-2284.0,-1464.0,-705.0,-70.0,333.0,465.0,506.0,,,586.0,,,,641.0,
2012,,,,,,,,,,,,,,,,,,,-6413.0,-5607.0,-4126.0,-3225.0,-2611.0,-1689.0,-930.0,-352.0,350.0,549.0,604.0,,,710.0,,,,780.0,
2013,,,,,,,,,,,,,,,,,,,-5463.0,-4237.0,-2299.0,-1373.0,-1174.0,-236.0,319.0,679.0,1100.0,1200.0,1177.0,,,1244.0,,,,1298.0,
2014,,,,,,,,,,,,,,,,,,,-5185.0,-4346.0,-3236.0,-2169.0,-1261.0,-359.0,188.0,661.0,1164.0,1293.0,1292.0,,,1374.0,,,,1443.0,
2015,,,,,,,,,,,,,,,,,,,,-6136.0,-5367.0,-4081.0,-2805.0,-1526.0,-601.0,-284.0,95.0,234.0,265.0,,,278.0,,,,,266.0
2016,,,,,,,,,,,,,,,,,,,,-5298.0,-4015.0,-3018.0,-1652.0,-544.0,192.0,375.0,626.0,740.0,753.0,,,806.0,,,,,830.0
