,1350,1450,1550,1650,1750,1850,1950,2050
1981,-1500.0,-1420.0,-1350.0,-980.0,70.0,660.0,1000.0,1000.0
1982,-2000.0,-1940.0,-1860.0,-1350.0,-1130.0,-470.0,100.0,500.0
1983,-2000.0,-2040.0,-1880.0,-1440.0,-1090.0,-1000.0,0.0,0.0
1984,-1230.0,,-680.0,-30.0,500.0,530.0,570.0,1000.0
