,2425,2475,2525,2575,2625,2675,2725,2775,2825,2875,2925,2975,3025,3075,3125,3175,3225,3275,3325,3375,3425
2013,-3250.0,-3222.0,-2778.0,-2481.0,-2250.0,-2250.0,-2182.0,-1501.0,-503.0,-238.0,-21.0,231.0,296.0,352.0,630.0,1108.0,1356.0,1556.0,1579.0,1576.0,
2014,-3250.0,-3218.0,-2640.0,-2274.0,-1905.0,-1483.0,-1146.0,-343.0,35.0,179.0,298.0,458.0,446.0,364.0,594.0,1074.0,1394.0,1315.0,1210.0,1012.0,
2015,-4750.0,-4750.0,-4750.0,-4750.0,-4750.0,-4750.0,-4443.0,-3920.0,-3004.0,-1309.0,-501.0,-95.0,-120.0,-167.0,140.0,509.0,707.0,767.0,777.0,694.0,
2016,-3250.0,-3250.0,-2992.0,-3187.0,-2792.0,-2529.0,-1491.0,-611.0,-475.0,-169.0,-32.0,104.0,23.0,-55.0,330.0,602.0,814.0,855.0,869.0,875.0,875.0
2017,-4750.0,-4750.0,-4487.0,-4168.0,-3421.0,-2349.0,-1373.0,-1037.0,-747.0,-193.0,-196.0,-49.0,-116.0,-190.0,188.0,774.0,1096.0,1176.0,1211.0,1163.0,
2018,-5250.0,-5250.0,-4917.0,-4591.0,-4099.0,-3627.0,-2833.0,-2285.0,-1546.0,-999.0,-406.0,-48.0,97.0,288.0,468.0,853.0,1087.0,1122.0,1227.0,1185.0,1125.0
2019,,,-3837.0,-3750.0,-3746.0,-3349.0,-3046.0,-2217.0,-1390.0,-196.0,188.0,350.0,445.0,551.0,780.0,1079.0,1325.0,1122.0,1368.0,1459.0,
2020,,,-3750.0,-3497.0,-3232.0,-2824.0,-2477.0,-1825.0,-1219.0,-218.0,133.0,340.0,478.0,625.0,689.0,1116.0,1359.0,1510.0,1617.0,1625.0,
