,35,75,125,175,225,275,325,375,425,475,510
1974,-1360.0,-1410.0,-1330.0,-1150.0,-680.0,-470.0,-380.0,-190.0,50.0,160.0,310.0
1975,-2050.0,-1740.0,-1590.0,-1370.0,-960.0,-560.0,-400.0,-410.0,50.0,200.0,320.0
