,2350,2450,2550,2650,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350
2015,-5383.0,-5157.0,-4476.0,-4305.0,-3386.0,-2393.0,-2075.0,-1770.0,-1080.0,-971.0,-622.0,-260.0,-55.0,139.0,213.0,271.0,237.0,123.0,134.0,109.0,-7.0
2016,-4263.0,-3984.0,-3201.0,-2919.0,-1952.0,-995.0,-705.0,-440.0,68.0,46.0,197.0,391.0,533.0,711.0,775.0,813.0,726.0,632.0,603.0,501.0,344.0
2017,-5268.0,-5033.0,-4358.0,-4093.0,-3157.0,-2188.0,-1898.0,-1652.0,-1030.0,-971.0,-637.0,-243.0,4.0,230.0,339.0,420.0,401.0,321.0,332.0,292.0,172.0
2018,-5144.0,-4983.0,-4209.0,-3758.0,-2681.0,-1756.0,-1417.0,-1155.0,-489.0,-449.0,-143.0,153.0,349.0,551.0,625.0,678.0,631.0,566.0,557.0,470.0,327.0
2019,-4926.0,-4559.0,-3871.0,-3711.0,-2709.0,-1563.0,-1288.0,-1064.0,-412.0,-448.0,-164.0,123.0,314.0,525.0,595.0,646.0,570.0,446.0,435.0,357.0,198.0
