,928,975,1025,1075,1125,1175,1225,1275,1282,1333,1334
1970,-4450.0,-3600.0,-2700.0,-1875.0,-1475.0,-1375.0,-1050.0,-970.0,,-1000.0,
1971,-675.0,-675.0,-525.0,-225.0,50.0,175.0,375.0,500.0,,475.0,
1972,-2700.0,-2250.0,-1750.0,-1100.0,-575.0,-300.0,-200.0,-125.0,,-25.0,
1973,500.0,400.0,425.0,675.0,1050.0,1500.0,1900.0,2100.0,,2150.0,
1974,-1300.0,-1050.0,-700.0,-175.0,500.0,825.0,1000.0,1075.0,,1125.0,
1975,-1250.0,-900.0,-400.0,100.0,530.0,800.0,975.0,1075.0,,1150.0,
1990,-500.0,-850.0,-650.0,-75.0,525.0,1025.0,1375.0,,1675.0,,
1991,-1025.0,-775.0,-425.0,50.0,600.0,775.0,1000.0,,1350.0,,
1992,500.0,350.0,400.0,600.0,875.0,1200.0,1525.0,1825.0,,,2125.0
1993,-350.0,-400.0,-225.0,250.0,625.0,875.0,1025.0,1125.0,,,1150.0
1994,-2025.0,-1650.0,-1200.0,-750.0,-375.0,-50.0,200.0,400.0,,,600.0
