,3025,3075,3125,3175,3225,3275,3325
2013,-679.0,-751.0,-431.0,-258.0,517.0,937.0,
2014,-323.0,-501.0,-53.0,126.0,989.0,2017.0,
2015,,-2215.0,-1841.0,-1174.0,-77.0,659.0,
2016,,-1817.0,-1162.0,-832.0,211.0,1073.0,1223.0
2017,,-2945.0,-2196.0,-1715.0,-741.0,175.0,584.0
