,1582,1625,1675,1725,1775,1825,1875,1925,1975,2025,2075,2125,2175,2235
1968,-1400,-1200,-975,-750,-450,-50,300,550,725,800,775,950,1025,1075
1969,-2800,-2500,-2300,-2150,-1875,-1500,-1125,-850,-600,-375,-175,0,150,325
1970,-2400,-2150,-2100,-1900,-1600,-1200,-775,-400,-25,325,575,675,750,850
1971,-1475,-1325,-1200,-900,-475,-125,125,300,350,325,400,650,1075,1300
1972,-1925,-1875,-1775,-1575,-1200,-750,-275,50,225,300,275,350,575,900
